id,timestamp,MaxxTurn45_Power_Active_B
i1,2023-04-28 17:00:16.746,3973.744873046875
i1,2023-04-28 17:00:16.850,3973.744873046875
i1,2023-04-28 17:00:16.957,3223.447998046875
i1,2023-04-28 17:00:17.057,3223.447998046875
i1,2023-04-28 17:00:17.155,2960.030517578125
i1,2023-04-28 17:00:17.260,2960.030517578125
i1,2023-04-28 17:00:17.360,2565.600341796875
i1,2023-04-28 17:00:17.462,2565.600341796875
i1,2023-04-28 17:00:17.563,2130.935546875
i1,2023-04-28 17:00:17.663,2130.935546875
i1,2023-04-28 17:00:17.765,1444.2210693359375
i1,2023-04-28 17:00:17.867,1444.2210693359375
i1,2023-04-28 17:00:17.969,1000.538330078125
i1,2023-04-28 17:00:18.088,1000.538330078125
i1,2023-04-28 17:00:18.174,635.3273315429688
i1,2023-04-28 17:00:18.276,635.3273315429688
i1,2023-04-28 17:00:18.381,203.4674072265625
i1,2023-04-28 17:00:18.479,203.4674072265625
i1,2023-04-28 17:00:18.585,-215.70433044433594
i1,2023-04-28 17:00:18.688,-215.70433044433594
i1,2023-04-28 17:00:18.790,-724.1481323242188
i1,2023-04-28 17:00:18.897,-1301.92578125
i1,2023-04-28 17:00:18.996,-1301.92578125
i1,2023-04-28 17:00:19.104,-1647.9915771484375
i1,2023-04-28 17:00:19.198,-1647.9915771484375
i1,2023-04-28 17:00:19.311,-1715.91357421875
i1,2023-04-28 17:00:19.404,-1715.91357421875
i1,2023-04-28 17:00:19.511,-1335.140380859375
i1,2023-04-28 17:00:19.610,-1335.140380859375
i1,2023-04-28 17:00:19.713,-620.7547607421875
i1,2023-04-28 17:00:19.814,-620.7547607421875
i1,2023-04-28 17:00:19.913,263.3358154296875
i1,2023-04-28 17:00:20.016,263.3358154296875
i1,2023-04-28 17:00:20.118,263.3358154296875
i1,2023-04-28 17:00:20.225,1615.722412109375
i1,2023-04-28 17:00:20.313,2261.539794921875
i1,2023-04-28 17:00:20.427,2261.539794921875
i1,2023-04-28 17:00:20.524,3211.35302734375
i1,2023-04-28 17:00:20.626,3211.35302734375
i1,2023-04-28 17:00:20.726,4005.409912109375
i1,2023-04-28 17:00:20.833,4005.409912109375
i1,2023-04-28 17:00:20.933,4381.28466796875
i1,2023-04-28 17:00:21.034,4381.28466796875
i1,2023-04-28 17:00:21.136,4518.7099609375
i1,2023-04-28 17:00:21.244,4518.7099609375
i1,2023-04-28 17:00:21.339,4444.5810546875
i1,2023-04-28 17:00:21.441,4444.5810546875
i1,2023-04-28 17:00:21.542,4066.197021484375
i1,2023-04-28 17:00:21.644,4066.197021484375
i1,2023-04-28 17:00:21.748,3524.21630859375
i1,2023-04-28 17:00:21.850,3524.21630859375
i1,2023-04-28 17:00:21.957,2675.715087890625
i1,2023-04-28 17:00:22.052,2675.715087890625
i1,2023-04-28 17:00:22.154,2404.914794921875
i1,2023-04-28 17:00:22.262,2404.914794921875
i1,2023-04-28 17:00:22.362,1928.935302734375
i1,2023-04-28 17:00:22.460,1928.935302734375
i1,2023-04-28 17:00:22.561,1671.47509765625
i1,2023-04-28 17:00:22.664,1671.47509765625
i1,2023-04-28 17:00:22.769,1649.38037109375
i1,2023-04-28 17:00:22.869,1649.38037109375
i1,2023-04-28 17:00:22.969,1696.72509765625
i1,2023-04-28 17:00:23.071,1696.72509765625
i1,2023-04-28 17:00:23.175,1696.72509765625
i1,2023-04-28 17:00:23.279,1747.2474365234375
i1,2023-04-28 17:00:23.383,1628.638916015625
i1,2023-04-28 17:00:23.481,1628.638916015625
i1,2023-04-28 17:00:23.587,1334.6536865234375
i1,2023-04-28 17:00:23.687,1334.6536865234375
i1,2023-04-28 17:00:23.791,895.93115234375
i1,2023-04-28 17:00:23.893,895.93115234375
i1,2023-04-28 17:00:23.995,606.9063110351562
i1,2023-04-28 17:00:24.096,606.9063110351562
i1,2023-04-28 17:00:24.210,606.9063110351562
i1,2023-04-28 17:00:24.295,1311.7069091796875
i1,2023-04-28 17:00:24.397,1485.907958984375
i1,2023-04-28 17:00:24.498,1485.907958984375
i1,2023-04-28 17:00:24.597,1891.48291015625
i1,2023-04-28 17:00:24.702,1891.48291015625
i1,2023-04-28 17:00:24.807,2174.255615234375
i1,2023-04-28 17:00:24.909,2174.255615234375
i1,2023-04-28 17:00:25.015,2544.936767578125
i1,2023-04-28 17:00:25.116,2656.935302734375
i1,2023-04-28 17:00:25.225,2656.935302734375
i1,2023-04-28 17:00:25.318,2910.65673828125
i1,2023-04-28 17:00:25.417,2910.65673828125
i1,2023-04-28 17:00:25.521,3338.401123046875
i1,2023-04-28 17:00:25.621,3338.401123046875
i1,2023-04-28 17:00:25.732,3563.817626953125
i1,2023-04-28 17:00:25.826,3563.817626953125
i1,2023-04-28 17:00:25.944,2968.4482421875
i1,2023-04-28 17:00:26.033,2968.4482421875
i1,2023-04-28 17:00:26.135,2542.43115234375
i1,2023-04-28 17:00:26.242,2542.43115234375
i1,2023-04-28 17:00:26.341,2137.015625
i1,2023-04-28 17:00:26.442,2137.015625
i1,2023-04-28 17:00:26.541,1963.0928955078125
i1,2023-04-28 17:00:26.647,1963.0928955078125
i1,2023-04-28 17:00:26.745,1347.742431640625
i1,2023-04-28 17:00:26.846,1347.742431640625
i1,2023-04-28 17:00:26.947,949.8875122070312
i1,2023-04-28 17:00:27.060,949.8875122070312
i1,2023-04-28 17:00:27.151,949.8875122070312
i1,2023-04-28 17:00:27.255,1288.2216796875
i1,2023-04-28 17:00:27.360,1425.7156982421875
i1,2023-04-28 17:00:27.460,1425.7156982421875
i1,2023-04-28 17:00:27.562,1407.5118408203125
i1,2023-04-28 17:00:27.662,1407.5118408203125
i1,2023-04-28 17:00:27.764,1040.90625
i1,2023-04-28 17:00:27.866,1040.90625
i1,2023-04-28 17:00:27.970,869.158447265625
i1,2023-04-28 17:00:28.069,869.158447265625
i1,2023-04-28 17:00:28.173,869.158447265625
i1,2023-04-28 17:00:28.277,886.6796875
i1,2023-04-28 17:00:28.378,823.7883911132812
i1,2023-04-28 17:00:28.480,823.7883911132812
i1,2023-04-28 17:00:28.578,1327.5732421875
i1,2023-04-28 17:00:28.676,1327.5732421875
i1,2023-04-28 17:00:28.785,1662.4583740234375
i1,2023-04-28 17:00:28.890,1662.4583740234375
i1,2023-04-28 17:00:28.994,1603.2982177734375
i1,2023-04-28 17:00:29.095,1603.2982177734375
i1,2023-04-28 17:00:29.195,1636.3568115234375
i1,2023-04-28 17:00:29.298,1636.3568115234375
i1,2023-04-28 17:00:29.396,1643.517578125
i1,2023-04-28 17:00:29.501,1643.517578125
i1,2023-04-28 17:00:29.602,1990.2576904296875
i1,2023-04-28 17:00:29.702,1990.2576904296875
i1,2023-04-28 17:00:29.804,2328.430419921875
i1,2023-04-28 17:00:29.906,2328.430419921875
i1,2023-04-28 17:00:30.011,2396.999267578125
i1,2023-04-28 17:00:30.114,2396.999267578125
i1,2023-04-28 17:00:30.210,1963.9896240234375
i1,2023-04-28 17:00:30.313,1963.9896240234375
i1,2023-04-28 17:00:30.418,1306.1207275390625
i1,2023-04-28 17:00:30.509,1306.1207275390625
i1,2023-04-28 17:00:30.618,948.0078735351562
i1,2023-04-28 17:00:30.720,948.0078735351562
i1,2023-04-28 17:00:30.816,291.3803405761719
i1,2023-04-28 17:00:30.917,291.3803405761719
i1,2023-04-28 17:00:31.020,-279.14654541015625
i1,2023-04-28 17:00:31.127,-279.14654541015625
i1,2023-04-28 17:00:31.243,-879.3319091796875
i1,2023-04-28 17:00:31.342,-1302.1138916015625
i1,2023-04-28 17:00:31.433,-1302.1138916015625
i1,2023-04-28 17:00:31.542,-1672.74951171875
i1,2023-04-28 17:00:31.637,-1672.74951171875
i1,2023-04-28 17:00:31.742,-1669.2021484375
i1,2023-04-28 17:00:31.841,-1669.2021484375
i1,2023-04-28 17:00:31.950,-1351.3453369140625
i1,2023-04-28 17:00:32.046,-1351.3453369140625
i1,2023-04-28 17:00:32.149,-677.24658203125
i1,2023-04-28 17:00:32.251,-677.24658203125
i1,2023-04-28 17:00:32.353,310.15155029296875
i1,2023-04-28 17:00:32.458,310.15155029296875
i1,2023-04-28 17:00:32.558,1339.6405029296875
i1,2023-04-28 17:00:32.660,1339.6405029296875
i1,2023-04-28 17:00:32.757,2171.966796875
i1,2023-04-28 17:00:32.860,2171.966796875
i1,2023-04-28 17:00:32.962,3475.545654296875
i1,2023-04-28 17:00:33.065,3475.545654296875
i1,2023-04-28 17:00:33.166,3849.669189453125
i1,2023-04-28 17:00:33.283,3849.669189453125
i1,2023-04-28 17:00:33.372,4203.9599609375
i1,2023-04-28 17:00:33.475,4203.9599609375
i1,2023-04-28 17:00:33.579,4151.73583984375
i1,2023-04-28 17:00:33.677,4151.73583984375
i1,2023-04-28 17:00:33.783,4131.0048828125
i1,2023-04-28 17:00:33.882,4131.0048828125
i1,2023-04-28 17:00:33.984,3779.52099609375
i1,2023-04-28 17:00:34.083,3779.52099609375
i1,2023-04-28 17:00:34.189,3202.02734375
i1,2023-04-28 17:00:34.290,3202.02734375
i1,2023-04-28 17:00:34.397,2592.1923828125
i1,2023-04-28 17:00:34.494,2592.1923828125
i1,2023-04-28 17:00:34.595,2132.2939453125
i1,2023-04-28 17:00:34.697,2132.2939453125
i1,2023-04-28 17:00:34.799,1710.334716796875
i1,2023-04-28 17:00:34.901,1710.334716796875
i1,2023-04-28 17:00:35.004,1497.8817138671875
i1,2023-04-28 17:00:35.106,1497.8817138671875
i1,2023-04-28 17:00:35.209,1581.52587890625
i1,2023-04-28 17:00:35.310,1581.52587890625
i1,2023-04-28 17:00:35.408,1580.84521484375
i1,2023-04-28 17:00:35.514,1580.84521484375
i1,2023-04-28 17:00:35.613,1580.845947265625
i1,2023-04-28 17:00:35.712,1580.845947265625
i1,2023-04-28 17:00:35.816,1579.9437255859375
i1,2023-04-28 17:00:35.918,1579.9437255859375
i1,2023-04-28 17:00:36.020,1578.592041015625
i1,2023-04-28 17:00:36.123,1578.592041015625
i1,2023-04-28 17:00:36.222,1578.592041015625
i1,2023-04-28 17:00:36.327,1580.629638671875
i1,2023-04-28 17:00:36.432,1579.2615966796875
i1,2023-04-28 17:00:36.529,1579.2615966796875
i1,2023-04-28 17:00:36.631,1581.5919189453125
i1,2023-04-28 17:00:36.736,1581.5919189453125
i1,2023-04-28 17:00:36.838,1583.3382568359375
i1,2023-04-28 17:00:36.943,1583.3382568359375
i1,2023-04-28 17:00:37.044,1586.5186767578125
i1,2023-04-28 17:00:37.152,1593.1422119140625
i1,2023-04-28 17:00:37.260,1593.1422119140625
i1,2023-04-28 17:00:37.350,1593.1422119140625
i1,2023-04-28 17:00:37.453,1611.079345703125
i1,2023-04-28 17:00:37.559,1684.685302734375
i1,2023-04-28 17:00:37.654,1684.685302734375
i1,2023-04-28 17:00:37.766,1768.181396484375
i1,2023-04-28 17:00:37.868,1768.181396484375
i1,2023-04-28 17:00:37.962,1867.4056396484375
i1,2023-04-28 17:00:38.062,1867.4056396484375
i1,2023-04-28 17:00:38.170,1924.83642578125
i1,2023-04-28 17:00:38.278,1924.83642578125
i1,2023-04-28 17:00:38.371,1926.53271484375
i1,2023-04-28 17:00:38.476,1926.53271484375
i1,2023-04-28 17:00:38.575,1918.08447265625
i1,2023-04-28 17:00:38.678,1918.08447265625
i1,2023-04-28 17:00:38.780,1914.2362060546875
i1,2023-04-28 17:00:38.881,1914.2362060546875
i1,2023-04-28 17:00:38.981,1903.678955078125
i1,2023-04-28 17:00:39.086,1903.678955078125
i1,2023-04-28 17:00:39.186,1903.678955078125
i1,2023-04-28 17:00:39.295,1865.045654296875
i1,2023-04-28 17:00:39.398,1787.1878662109375
i1,2023-04-28 17:00:39.495,1787.1878662109375
i1,2023-04-28 17:00:39.600,1380.7769775390625
i1,2023-04-28 17:00:39.693,1380.7769775390625
i1,2023-04-28 17:00:39.799,1160.551513671875
i1,2023-04-28 17:00:39.900,1160.551513671875
i1,2023-04-28 17:00:40.004,701.944091796875
i1,2023-04-28 17:00:40.105,701.944091796875
i1,2023-04-28 17:00:40.204,701.944091796875
i1,2023-04-28 17:00:40.310,39.59457015991211
i1,2023-04-28 17:00:40.414,-347.1922302246094
i1,2023-04-28 17:00:40.516,-347.1922302246094
i1,2023-04-28 17:00:40.606,-778.7007446289062
i1,2023-04-28 17:00:40.709,-778.7007446289062
i1,2023-04-28 17:00:40.817,-869.3309936523438
i1,2023-04-28 17:00:40.920,-869.3309936523438
i1,2023-04-28 17:00:41.022,-1141.6673583984375
i1,2023-04-28 17:00:41.119,-1141.6673583984375
i1,2023-04-28 17:00:41.223,-1006.9205932617188
i1,2023-04-28 17:00:41.326,-1006.9205932617188
i1,2023-04-28 17:00:41.429,-716.927001953125
i1,2023-04-28 17:00:41.529,-716.927001953125
i1,2023-04-28 17:00:41.634,-624.9437255859375
i1,2023-04-28 17:00:41.736,-624.9437255859375
i1,2023-04-28 17:00:41.837,-209.21688842773438
i1,2023-04-28 17:00:41.940,-209.21688842773438
i1,2023-04-28 17:00:42.042,954.0798950195312
i1,2023-04-28 17:00:42.145,954.0798950195312
i1,2023-04-28 17:00:42.242,1823.513427734375
i1,2023-04-28 17:00:42.345,1823.513427734375
i1,2023-04-28 17:00:42.448,2859.498046875
i1,2023-04-28 17:00:42.548,2859.498046875
i1,2023-04-28 17:00:42.653,3375.586181640625
i1,2023-04-28 17:00:42.752,3375.586181640625
i1,2023-04-28 17:00:42.858,3836.405517578125
i1,2023-04-28 17:00:42.965,3836.405517578125
i1,2023-04-28 17:00:43.060,4047.169677734375
i1,2023-04-28 17:00:43.161,4047.169677734375
i1,2023-04-28 17:00:43.282,4047.169677734375
i1,2023-04-28 17:00:43.375,4341.75341796875
i1,2023-04-28 17:00:43.471,4341.75341796875
i1,2023-04-28 17:00:43.569,4341.75341796875
i1,2023-04-28 17:00:43.672,4372.73974609375
i1,2023-04-28 17:00:43.780,4073.951171875
i1,2023-04-28 17:00:43.874,4073.951171875
i1,2023-04-28 17:00:43.982,3539.521728515625
i1,2023-04-28 17:00:44.078,3539.521728515625
i1,2023-04-28 17:00:44.188,2961.757080078125
i1,2023-04-28 17:00:44.289,2961.757080078125
i1,2023-04-28 17:00:44.399,2557.2978515625
i1,2023-04-28 17:00:44.490,2557.2978515625
i1,2023-04-28 17:00:44.593,2164.274658203125
i1,2023-04-28 17:00:44.695,2164.274658203125
i1,2023-04-28 17:00:44.795,2070.43994140625
i1,2023-04-28 17:00:44.897,2070.43994140625
i1,2023-04-28 17:00:44.998,1973.385009765625
i1,2023-04-28 17:00:45.103,1973.385009765625
i1,2023-04-28 17:00:45.202,1921.6849365234375
i1,2023-04-28 17:00:45.321,1921.6849365234375
i1,2023-04-28 17:00:45.410,1719.2872314453125
i1,2023-04-28 17:00:45.519,1719.2872314453125
i1,2023-04-28 17:00:45.614,1314.1866455078125
i1,2023-04-28 17:00:45.717,1314.1866455078125
i1,2023-04-28 17:00:45.820,1200.420654296875
i1,2023-04-28 17:00:45.911,1200.420654296875
i1,2023-04-28 17:00:46.015,1508.58544921875
i1,2023-04-28 17:00:46.123,1508.58544921875
i1,2023-04-28 17:00:46.222,1775.483642578125
i1,2023-04-28 17:00:46.326,1775.483642578125
i1,2023-04-28 17:00:46.428,1853.1937255859375
i1,2023-04-28 17:00:46.534,1853.1937255859375
i1,2023-04-28 17:00:46.637,1933.623046875
i1,2023-04-28 17:00:46.739,1933.623046875
i1,2023-04-28 17:00:46.833,1952.8394775390625
i1,2023-04-28 17:00:46.938,1952.8394775390625
i1,2023-04-28 17:00:47.044,1945.1754150390625
i1,2023-04-28 17:00:47.143,1945.1754150390625
i1,2023-04-28 17:00:47.246,2052.36279296875
i1,2023-04-28 17:00:47.343,2052.36279296875
i1,2023-04-28 17:00:47.445,2377.32177734375
i1,2023-04-28 17:00:47.549,2377.32177734375
i1,2023-04-28 17:00:47.649,2447.027099609375
i1,2023-04-28 17:00:47.752,2447.027099609375
i1,2023-04-28 17:00:47.853,1983.60986328125
i1,2023-04-28 17:00:47.958,1983.60986328125
i1,2023-04-28 17:00:48.055,1436.66943359375
i1,2023-04-28 17:00:48.167,1436.66943359375
i1,2023-04-28 17:00:48.260,1548.491943359375
i1,2023-04-28 17:00:48.361,1548.491943359375
i1,2023-04-28 17:00:48.463,1754.5654296875
i1,2023-04-28 17:00:48.564,1754.5654296875
i1,2023-04-28 17:00:48.673,1755.7659912109375
i1,2023-04-28 17:00:48.774,1755.7659912109375
i1,2023-04-28 17:00:48.876,1746.4127197265625
i1,2023-04-28 17:00:48.978,1746.4127197265625
i1,2023-04-28 17:00:49.076,1751.7353515625
i1,2023-04-28 17:00:49.179,1751.7353515625
i1,2023-04-28 17:00:49.282,1745.162109375
i1,2023-04-28 17:00:49.399,1746.9620361328125
i1,2023-04-28 17:00:49.487,1746.9620361328125
i1,2023-04-28 17:00:49.595,1897.2296142578125
i1,2023-04-28 17:00:49.688,1897.2296142578125
i1,2023-04-28 17:00:49.798,2163.867919921875
i1,2023-04-28 17:00:49.897,2163.867919921875
i1,2023-04-28 17:00:50.001,1959.0506591796875
i1,2023-04-28 17:00:50.094,1959.0506591796875
i1,2023-04-28 17:00:50.199,1959.0506591796875
i1,2023-04-28 17:00:50.311,1660.3980712890625
i1,2023-04-28 17:00:50.406,1625.0286865234375
i1,2023-04-28 17:00:50.519,1625.0286865234375
i1,2023-04-28 17:00:50.611,1637.1929931640625
i1,2023-04-28 17:00:50.706,1637.1929931640625
i1,2023-04-28 17:00:50.802,1625.029052734375
i1,2023-04-28 17:00:50.904,1625.029052734375
i1,2023-04-28 17:00:51.009,1616.9359130859375
i1,2023-04-28 17:00:51.112,1616.9359130859375
i1,2023-04-28 17:00:51.211,1529.8392333984375
i1,2023-04-28 17:00:51.331,1529.8392333984375
i1,2023-04-28 17:00:51.418,1222.62548828125
i1,2023-04-28 17:00:51.523,1222.62548828125
i1,2023-04-28 17:00:51.623,847.8616333007812
i1,2023-04-28 17:00:51.729,847.8616333007812
i1,2023-04-28 17:00:51.829,749.5264282226562
i1,2023-04-28 17:00:51.931,749.5264282226562
i1,2023-04-28 17:00:52.035,856.7700805664062
i1,2023-04-28 17:00:52.134,856.7700805664062
i1,2023-04-28 17:00:52.237,856.7700805664062
i1,2023-04-28 17:00:52.345,1274.2130126953125
i1,2023-04-28 17:00:52.447,1342.774658203125
i1,2023-04-28 17:00:52.546,1342.774658203125
i1,2023-04-28 17:00:52.648,1501.041259765625
i1,2023-04-28 17:00:52.751,1501.041259765625
i1,2023-04-28 17:00:52.847,1526.7415771484375
i1,2023-04-28 17:00:52.949,1526.7415771484375
i1,2023-04-28 17:00:53.052,1616.921630859375
i1,2023-04-28 17:00:53.154,1616.921630859375
i1,2023-04-28 17:00:53.256,1616.921630859375
i1,2023-04-28 17:00:53.357,1586.3427734375
i1,2023-04-28 17:00:53.460,1819.3721923828125
i1,2023-04-28 17:00:53.563,1819.3721923828125
i1,2023-04-28 17:00:53.663,2091.26513671875
i1,2023-04-28 17:00:53.772,2091.26513671875
i1,2023-04-28 17:00:53.867,2329.33935546875
i1,2023-04-28 17:00:53.970,2329.33935546875
i1,2023-04-28 17:00:54.077,2277.483154296875
i1,2023-04-28 17:00:54.175,2277.483154296875
i1,2023-04-28 17:00:54.278,2249.938232421875
i1,2023-04-28 17:00:54.381,2249.938232421875
i1,2023-04-28 17:00:54.485,2065.955810546875
i1,2023-04-28 17:00:54.583,2065.955810546875
i1,2023-04-28 17:00:54.685,1697.5367431640625
i1,2023-04-28 17:00:54.788,1697.5367431640625
i1,2023-04-28 17:00:54.890,1993.4488525390625
i1,2023-04-28 17:00:54.995,1993.4488525390625
i1,2023-04-28 17:00:55.101,2486.84228515625
i1,2023-04-28 17:00:55.203,2486.84228515625
i1,2023-04-28 17:00:55.313,2486.84228515625
i1,2023-04-28 17:00:55.410,2378.13525390625
i1,2023-04-28 17:00:55.504,2378.13525390625
i1,2023-04-28 17:00:55.606,2378.13525390625
i1,2023-04-28 17:00:55.708,1969.853515625
i1,2023-04-28 17:00:55.815,1439.5772705078125
i1,2023-04-28 17:00:55.909,1439.5772705078125
i1,2023-04-28 17:00:56.010,1439.5772705078125
i1,2023-04-28 17:00:56.118,972.3232421875
i1,2023-04-28 17:00:56.222,652.7164306640625
i1,2023-04-28 17:00:56.329,652.7164306640625
i1,2023-04-28 17:00:56.427,558.1846923828125
i1,2023-04-28 17:00:56.525,558.1846923828125
i1,2023-04-28 17:00:56.624,-157.5531768798828
i1,2023-04-28 17:00:56.727,-157.5531768798828
i1,2023-04-28 17:00:56.831,-772.4564819335938
i1,2023-04-28 17:00:56.935,-772.4564819335938
i1,2023-04-28 17:00:57.036,-1553.3541259765625
i1,2023-04-28 17:00:57.138,-1553.3541259765625
i1,2023-04-28 17:00:57.236,-1553.3541259765625
i1,2023-04-28 17:00:57.344,-1562.03564453125
i1,2023-04-28 17:00:57.443,-1807.20458984375
i1,2023-04-28 17:00:57.547,-1807.20458984375
i1,2023-04-28 17:00:57.645,-1548.451416015625
i1,2023-04-28 17:00:57.746,-1548.451416015625
i1,2023-04-28 17:00:57.848,-1262.5054931640625
i1,2023-04-28 17:00:57.951,-1262.5054931640625
i1,2023-04-28 17:00:58.055,-886.3828125
i1,2023-04-28 17:00:58.155,-886.3828125
i1,2023-04-28 17:00:58.262,-100.60237121582031
i1,2023-04-28 17:00:58.363,-100.60237121582031
i1,2023-04-28 17:00:58.463,883.7601318359375
i1,2023-04-28 17:00:58.562,883.7601318359375
i1,2023-04-28 17:00:58.664,2006.949462890625
i1,2023-04-28 17:00:58.766,2006.949462890625
i1,2023-04-28 17:00:58.871,2692.31591796875
i1,2023-04-28 17:00:58.974,2692.31591796875
i1,2023-04-28 17:00:59.072,3201.30859375
i1,2023-04-28 17:00:59.180,3201.30859375
i1,2023-04-28 17:00:59.281,3119.55419921875
i1,2023-04-28 17:00:59.383,3119.55419921875
i1,2023-04-28 17:00:59.487,3114.802490234375
i1,2023-04-28 17:00:59.588,3114.802490234375
i1,2023-04-28 17:00:59.685,3150.87109375
i1,2023-04-28 17:00:59.786,3150.87109375
i1,2023-04-28 17:00:59.888,3097.667724609375
i1,2023-04-28 17:00:59.992,3097.667724609375
i1,2023-04-28 17:01:00.094,2729.284912109375
i1,2023-04-28 17:01:00.201,2729.284912109375
i1,2023-04-28 17:01:00.300,2139.8212890625
i1,2023-04-28 17:01:00.402,2139.8212890625
i1,2023-04-28 17:01:00.502,1499.5078125
i1,2023-04-28 17:01:00.604,1499.5078125
i1,2023-04-28 17:01:00.708,1347.698974609375
i1,2023-04-28 17:01:00.808,1347.698974609375
i1,2023-04-28 17:01:00.902,1347.6993408203125
i1,2023-04-28 17:01:01.003,1347.6993408203125
i1,2023-04-28 17:01:01.108,1348.1527099609375
i1,2023-04-28 17:01:01.217,1348.1527099609375
i1,2023-04-28 17:01:01.314,1349.0972900390625
i1,2023-04-28 17:01:01.434,1346.750244140625
i1,2023-04-28 17:01:01.520,1346.750244140625
i1,2023-04-28 17:01:01.631,1347.2969970703125
i1,2023-04-28 17:01:01.727,1347.2969970703125
i1,2023-04-28 17:01:01.828,1347.2969970703125
i1,2023-04-28 17:01:01.928,1345.650390625
i1,2023-04-28 17:01:02.035,1346.845947265625
i1,2023-04-28 17:01:02.134,1346.845947265625
i1,2023-04-28 17:01:02.233,1346.845947265625
i1,2023-04-28 17:01:02.343,1348.992431640625
i1,2023-04-28 17:01:02.441,1344.1439208984375
i1,2023-04-28 17:01:02.542,1344.1439208984375
i1,2023-04-28 17:01:02.648,1205.0489501953125
i1,2023-04-28 17:01:02.751,1205.0489501953125
i1,2023-04-28 17:01:02.849,1516.55224609375
i1,2023-04-28 17:01:02.953,1516.55224609375
i1,2023-04-28 17:01:03.053,1672.303466796875
i1,2023-04-28 17:01:03.156,1672.303466796875
i1,2023-04-28 17:01:03.257,1604.33056640625
i1,2023-04-28 17:01:03.370,1604.33056640625
i1,2023-04-28 17:01:03.461,1742.8538818359375
i1,2023-04-28 17:01:03.562,1742.8538818359375
i1,2023-04-28 17:01:03.665,2094.313232421875
i1,2023-04-28 17:01:03.767,2094.313232421875
i1,2023-04-28 17:01:03.869,2022.0006103515625
i1,2023-04-28 17:01:03.969,2022.0006103515625
i1,2023-04-28 17:01:04.069,2246.856201171875
i1,2023-04-28 17:01:04.172,2246.856201171875
i1,2023-04-28 17:01:04.275,2599.32763671875
i1,2023-04-28 17:01:04.378,2599.32763671875
i1,2023-04-28 17:01:04.485,2586.721923828125
i1,2023-04-28 17:01:04.581,2586.721923828125
i1,2023-04-28 17:01:04.687,2695.920166015625
i1,2023-04-28 17:01:04.788,2695.920166015625
i1,2023-04-28 17:01:04.887,2522.775634765625
i1,2023-04-28 17:01:04.988,2522.775634765625
i1,2023-04-28 17:01:05.087,2280.1904296875
i1,2023-04-28 17:01:05.190,2280.1904296875
i1,2023-04-28 17:01:05.292,2280.1904296875
i1,2023-04-28 17:01:05.395,1570.7576904296875
i1,2023-04-28 17:01:05.498,1146.1824951171875
i1,2023-04-28 17:01:05.602,1146.1824951171875
i1,2023-04-28 17:01:05.702,1412.66357421875
i1,2023-04-28 17:01:05.808,1412.66357421875
i1,2023-04-28 17:01:05.909,1740.0162353515625
i1,2023-04-28 17:01:06.008,1740.0162353515625
i1,2023-04-28 17:01:06.108,1821.627197265625
i1,2023-04-28 17:01:06.213,1821.627197265625
i1,2023-04-28 17:01:06.314,1821.627197265625
i1,2023-04-28 17:01:06.418,2036.6561279296875
i1,2023-04-28 17:01:06.520,1499.5067138671875
i1,2023-04-28 17:01:06.618,1499.5067138671875
i1,2023-04-28 17:01:06.726,1134.258544921875
