id,timestamp,Axes_X_aaLeadP
i1,2023-04-28 17:20:22.000,128.83
i1,2023-04-28 17:20:23.000,132.8685372857016
i1,2023-04-28 17:20:23.000,194.48967028888654
i1,2023-04-28 17:20:23.000,195.0
i1,2023-04-28 17:20:24.000,185.49886307614412
i1,2023-04-28 17:20:25.000,136.4690485897231
i1,2023-04-28 17:20:25.000,117.809
i1,2023-04-28 17:20:25.000,117.7914786811163
i1,2023-04-28 17:20:25.000,117.43205339980422
i1,2023-04-28 17:20:26.000,116.67216243137719
i1,2023-04-28 17:20:26.000,115.64015350798195
i1,2023-04-28 17:20:26.000,113.90177830013131
i1,2023-04-28 17:20:26.000,112.62704700258048
i1,2023-04-28 17:20:27.000,110.56026857351031
i1,2023-04-28 17:20:27.000,109.08759672363509
i1,2023-04-28 17:20:27.000,106.74846371381166
i1,2023-04-28 17:20:27.000,105.909
i1,2023-04-28 17:20:28.000,112.6459545566497
i1,2023-04-28 17:20:28.000,117.79434909628485
i1,2023-04-28 17:20:29.000,117.78729111714318
i1,2023-04-28 17:20:29.000,117.43045349537152
i1,2023-04-28 17:20:30.000,116.66697724361079
i1,2023-04-28 17:20:30.000,115.6343597099076
i1,2023-04-28 17:20:30.000,113.89353826220643
i1,2023-04-28 17:20:30.000,111.94494888223478
i1,2023-04-28 17:20:31.000,110.5429273051284
i1,2023-04-28 17:20:31.000,108.29933505864878
i1,2023-04-28 17:20:31.000,106.7180244821731
i1,2023-04-28 17:20:31.000,105.909
i1,2023-04-28 17:20:32.000,124.49275305964223
i1,2023-04-28 17:20:32.000,181.31893861637096
i1,2023-04-28 17:20:32.000,195.0
i1,2023-04-28 17:20:33.000,215.56575473230814
i1,2023-04-28 17:20:33.000,215.7
