id,timestamp,MaxxTurn45_Power_Active_Sum
i1,2023-04-28 15:00:31.014,-1150.35302734375
i1,2023-04-28 15:00:31.119,-1150.35302734375
i1,2023-04-28 15:00:31.232,-1150.35302734375
i1,2023-04-28 15:00:31.334,-2920.4248046875
i1,2023-04-28 15:00:31.425,-4181.93701171875
i1,2023-04-28 15:00:31.527,-4181.93701171875
i1,2023-04-28 15:00:31.629,-5262.09912109375
i1,2023-04-28 15:00:31.734,-5273.1396484375
i1,2023-04-28 15:00:31.832,-5273.1396484375
i1,2023-04-28 15:00:31.943,-4319.505859375
i1,2023-04-28 15:00:32.038,-4319.505859375
i1,2023-04-28 15:00:32.141,-2315.023193359375
i1,2023-04-28 15:00:32.243,-2315.023193359375
i1,2023-04-28 15:00:32.345,611.4305419921875
i1,2023-04-28 15:00:32.446,611.4305419921875
i1,2023-04-28 15:00:32.550,611.4305419921875
i1,2023-04-28 15:00:32.648,3653.640380859375
i1,2023-04-28 15:00:32.749,6121.14208984375
i1,2023-04-28 15:00:32.852,6121.14208984375
i1,2023-04-28 15:00:32.955,9997.103515625
i1,2023-04-28 15:00:33.057,9997.103515625
i1,2023-04-28 15:00:33.158,11098.296875
i1,2023-04-28 15:00:33.273,11098.296875
i1,2023-04-28 15:00:33.364,12139.5009765625
i1,2023-04-28 15:00:33.467,12139.5009765625
i1,2023-04-28 15:00:33.571,11989.2216796875
i1,2023-04-28 15:00:33.669,11989.2216796875
i1,2023-04-28 15:00:33.773,11924.984375
i1,2023-04-28 15:00:33.874,11924.984375
i1,2023-04-28 15:00:33.976,10880.8046875
i1,2023-04-28 15:00:34.074,10880.8046875
i1,2023-04-28 15:00:34.181,9165.94921875
i1,2023-04-28 15:00:34.283,9165.94921875
i1,2023-04-28 15:00:34.389,7366.2041015625
i1,2023-04-28 15:00:34.486,7366.2041015625
i1,2023-04-28 15:00:34.585,6009.54345703125
i1,2023-04-28 15:00:34.687,6009.54345703125
i1,2023-04-28 15:00:34.791,4759.51904296875
i1,2023-04-28 15:00:34.893,4759.51904296875
i1,2023-04-28 15:00:34.995,4134.71337890625
i1,2023-04-28 15:00:35.098,4134.71337890625
i1,2023-04-28 15:00:35.201,4387.1328125
i1,2023-04-28 15:00:35.302,4387.1328125
i1,2023-04-28 15:00:35.401,4386.3505859375
i1,2023-04-28 15:00:35.506,4386.3505859375
i1,2023-04-28 15:00:35.604,4385.45361328125
i1,2023-04-28 15:00:35.705,4385.45361328125
i1,2023-04-28 15:00:35.808,4382.755859375
i1,2023-04-28 15:00:35.910,4382.755859375
i1,2023-04-28 15:00:36.012,4382.75048828125
i1,2023-04-28 15:00:36.116,4382.75048828125
i1,2023-04-28 15:00:36.214,4382.75048828125
i1,2023-04-28 15:00:36.315,4387.88720703125
i1,2023-04-28 15:00:36.420,4388.47119140625
i1,2023-04-28 15:00:36.521,4388.47119140625
i1,2023-04-28 15:00:36.623,4389.931640625
i1,2023-04-28 15:00:36.727,4389.931640625
i1,2023-04-28 15:00:36.829,4396.1484375
i1,2023-04-28 15:00:36.934,4396.1484375
i1,2023-04-28 15:00:37.036,4399.75927734375
i1,2023-04-28 15:00:37.138,4399.75927734375
i1,2023-04-28 15:00:37.240,4413.7890625
i1,2023-04-28 15:00:37.343,4413.7890625
i1,2023-04-28 15:00:37.445,4467.8974609375
i1,2023-04-28 15:00:37.551,4682.0546875
i1,2023-04-28 15:00:37.646,4682.0546875
i1,2023-04-28 15:00:37.751,4682.0546875
i1,2023-04-28 15:00:37.853,4931.3447265625
i1,2023-04-28 15:00:37.953,5224.9677734375
i1,2023-04-28 15:00:38.054,5224.9677734375
i1,2023-04-28 15:00:38.162,5403.3076171875
i1,2023-04-28 15:00:38.270,5403.3076171875
i1,2023-04-28 15:00:38.360,5411.94677734375
i1,2023-04-28 15:00:38.466,5411.94677734375
i1,2023-04-28 15:00:38.567,5388.0478515625
i1,2023-04-28 15:00:38.670,5388.0478515625
i1,2023-04-28 15:00:38.773,5387.86962890625
i1,2023-04-28 15:00:38.872,5387.86962890625
i1,2023-04-28 15:00:38.973,5360.20458984375
i1,2023-04-28 15:00:39.076,5360.20458984375
i1,2023-04-28 15:00:39.178,5360.20458984375
i1,2023-04-28 15:00:39.286,5243.13623046875
i1,2023-04-28 15:00:39.390,5014.44482421875
i1,2023-04-28 15:00:39.487,5014.44482421875
i1,2023-04-28 15:00:39.589,3813.06005859375
i1,2023-04-28 15:00:39.687,3813.06005859375
i1,2023-04-28 15:00:39.791,3160.489013671875
i1,2023-04-28 15:00:39.892,3160.489013671875
i1,2023-04-28 15:00:39.993,1809.58544921875
i1,2023-04-28 15:00:40.097,1809.58544921875
i1,2023-04-28 15:00:40.196,1809.58544921875
i1,2023-04-28 15:00:40.301,-162.70228576660156
i1,2023-04-28 15:00:40.404,-1309.6060791015625
i1,2023-04-28 15:00:40.505,-1309.6060791015625
i1,2023-04-28 15:00:40.600,-2593.0322265625
i1,2023-04-28 15:00:40.703,-2593.0322265625
i1,2023-04-28 15:00:40.810,-2850.99560546875
i1,2023-04-28 15:00:40.909,-2850.99560546875
i1,2023-04-28 15:00:41.014,-3644.9736328125
i1,2023-04-28 15:00:41.111,-3644.9736328125
i1,2023-04-28 15:00:41.215,-3248.30224609375
i1,2023-04-28 15:00:41.316,-3248.30224609375
i1,2023-04-28 15:00:41.420,-2386.79931640625
i1,2023-04-28 15:00:41.521,-2386.79931640625
i1,2023-04-28 15:00:41.626,-2386.79931640625
i1,2023-04-28 15:00:41.728,-2116.715576171875
i1,2023-04-28 15:00:41.830,-897.0731201171875
i1,2023-04-28 15:00:41.929,-897.0731201171875
i1,2023-04-28 15:00:42.032,2560.275390625
i1,2023-04-28 15:00:42.137,2560.275390625
i1,2023-04-28 15:00:42.234,5134.0830078125
i1,2023-04-28 15:00:42.337,5134.0830078125
i1,2023-04-28 15:00:42.441,8203.1357421875
i1,2023-04-28 15:00:42.540,8203.1357421875
i1,2023-04-28 15:00:42.642,9734.001953125
i1,2023-04-28 15:00:42.744,9734.001953125
i1,2023-04-28 15:00:42.851,11103.908203125
i1,2023-04-28 15:00:42.952,11103.908203125
i1,2023-04-28 15:00:43.052,11725.71875
i1,2023-04-28 15:00:43.153,11725.71875
i1,2023-04-28 15:00:43.270,11725.71875
i1,2023-04-28 15:00:43.360,11797.3056640625
i1,2023-04-28 15:00:43.462,12596.4384765625
i1,2023-04-28 15:00:43.561,12596.4384765625
i1,2023-04-28 15:00:43.664,12680.5693359375
i1,2023-04-28 15:00:43.770,11788.947265625
i1,2023-04-28 15:00:43.867,11788.947265625
i1,2023-04-28 15:00:43.969,11788.947265625
i1,2023-04-28 15:00:44.070,10193.83203125
i1,2023-04-28 15:00:44.179,8480.396484375
i1,2023-04-28 15:00:44.281,8480.396484375
i1,2023-04-28 15:00:44.386,7269.2060546875
i1,2023-04-28 15:00:44.481,7269.2060546875
i1,2023-04-28 15:00:44.585,6092.8564453125
i1,2023-04-28 15:00:44.684,6092.8564453125
i1,2023-04-28 15:00:44.787,5819.42578125
i1,2023-04-28 15:00:44.889,5819.42578125
i1,2023-04-28 15:00:44.990,5519.68798828125
i1,2023-04-28 15:00:45.095,5519.68798828125
i1,2023-04-28 15:00:45.194,5370.1513671875
i1,2023-04-28 15:00:45.312,5370.1513671875
i1,2023-04-28 15:00:45.402,4772.4189453125
i1,2023-04-28 15:00:45.512,4772.4189453125
i1,2023-04-28 15:00:45.603,3556.564697265625
i1,2023-04-28 15:00:45.709,3556.564697265625
i1,2023-04-28 15:00:45.810,3229.642333984375
i1,2023-04-28 15:00:45.905,3229.642333984375
i1,2023-04-28 15:00:46.009,4136.90234375
i1,2023-04-28 15:00:46.115,4136.90234375
i1,2023-04-28 15:00:46.214,4928.2685546875
i1,2023-04-28 15:00:46.318,4928.2685546875
i1,2023-04-28 15:00:46.420,5153.08642578125
i1,2023-04-28 15:00:46.525,5153.08642578125
i1,2023-04-28 15:00:46.629,5382.4541015625
i1,2023-04-28 15:00:46.728,5382.4541015625
i1,2023-04-28 15:00:46.825,5432.62109375
i1,2023-04-28 15:00:46.931,5432.62109375
i1,2023-04-28 15:00:47.031,5397.59326171875
i1,2023-04-28 15:00:47.135,5397.59326171875
i1,2023-04-28 15:00:47.238,5709.658203125
i1,2023-04-28 15:00:47.335,5709.658203125
i1,2023-04-28 15:00:47.437,6671.56103515625
i1,2023-04-28 15:00:47.541,6671.56103515625
i1,2023-04-28 15:00:47.641,6863.0693359375
i1,2023-04-28 15:00:47.744,6863.0693359375
i1,2023-04-28 15:00:47.845,5492.1435546875
i1,2023-04-28 15:00:47.951,5492.1435546875
i1,2023-04-28 15:00:48.047,3869.82763671875
i1,2023-04-28 15:00:48.150,3869.82763671875
i1,2023-04-28 15:00:48.252,4204.28369140625
i1,2023-04-28 15:00:48.353,4204.28369140625
i1,2023-04-28 15:00:48.455,4822.671875
i1,2023-04-28 15:00:48.557,4822.671875
i1,2023-04-28 15:00:48.664,4822.671875
i1,2023-04-28 15:00:48.766,4816.45166015625
i1,2023-04-28 15:00:48.864,4801.447265625
i1,2023-04-28 15:00:48.968,4801.447265625
i1,2023-04-28 15:00:49.068,4791.03759765625
i1,2023-04-28 15:00:49.171,4791.03759765625
i1,2023-04-28 15:00:49.274,4789.751953125
i1,2023-04-28 15:00:49.383,4789.751953125
i1,2023-04-28 15:00:49.479,4789.3115234375
i1,2023-04-28 15:00:49.580,4789.3115234375
i1,2023-04-28 15:00:49.680,5239.03759765625
i1,2023-04-28 15:00:49.785,5239.03759765625
i1,2023-04-28 15:00:49.888,6016.75341796875
i1,2023-04-28 15:00:49.993,5418.70751953125
i1,2023-04-28 15:00:50.087,5418.70751953125
i1,2023-04-28 15:00:50.191,5418.70751953125
i1,2023-04-28 15:00:50.297,5418.70751953125
i1,2023-04-28 15:00:50.397,4439.33447265625
i1,2023-04-28 15:00:50.503,4439.33447265625
i1,2023-04-28 15:00:50.603,4451.01708984375
i1,2023-04-28 15:00:50.698,4451.01708984375
i1,2023-04-28 15:00:50.797,4453.3828125
i1,2023-04-28 15:00:50.898,4453.3828125
i1,2023-04-28 15:00:51.004,4403.88818359375
i1,2023-04-28 15:00:51.105,4403.88818359375
i1,2023-04-28 15:00:51.205,4161.5283203125
i1,2023-04-28 15:00:51.321,4161.5283203125
i1,2023-04-28 15:00:51.410,3247.77294921875
i1,2023-04-28 15:00:51.515,3247.77294921875
i1,2023-04-28 15:00:51.615,2150.721435546875
i1,2023-04-28 15:00:51.717,2150.721435546875
i1,2023-04-28 15:00:51.818,1863.0244140625
i1,2023-04-28 15:00:51.923,1863.0244140625
i1,2023-04-28 15:00:52.027,2198.97216796875
i1,2023-04-28 15:00:52.126,2198.97216796875
i1,2023-04-28 15:00:52.229,2198.97216796875
i1,2023-04-28 15:00:52.334,3451.142578125
i1,2023-04-28 15:00:52.439,3675.43603515625
i1,2023-04-28 15:00:52.538,3675.43603515625
i1,2023-04-28 15:00:52.640,4144.595703125
i1,2023-04-28 15:00:52.742,4144.595703125
i1,2023-04-28 15:00:52.839,4241.62548828125
i1,2023-04-28 15:00:52.941,4241.62548828125
i1,2023-04-28 15:00:53.044,4510.357421875
i1,2023-04-28 15:00:53.146,4510.357421875
i1,2023-04-28 15:00:53.248,4510.357421875
i1,2023-04-28 15:00:53.349,4419.50048828125
i1,2023-04-28 15:00:53.452,5112.0712890625
i1,2023-04-28 15:00:53.555,5112.0712890625
i1,2023-04-28 15:00:53.655,5920.5107421875
i1,2023-04-28 15:00:53.764,5920.5107421875
i1,2023-04-28 15:00:53.859,6629.1826171875
i1,2023-04-28 15:00:53.962,6629.1826171875
i1,2023-04-28 15:00:54.068,6469.51708984375
i1,2023-04-28 15:00:54.167,6469.51708984375
i1,2023-04-28 15:00:54.270,6380.18359375
i1,2023-04-28 15:00:54.373,6380.18359375
i1,2023-04-28 15:00:54.473,5841.8251953125
i1,2023-04-28 15:00:54.575,5841.8251953125
i1,2023-04-28 15:00:54.678,4746.16064453125
i1,2023-04-28 15:00:54.780,4746.16064453125
i1,2023-04-28 15:00:54.882,5625.48876953125
i1,2023-04-28 15:00:54.988,5625.48876953125
i1,2023-04-28 15:00:55.092,7109.69189453125
i1,2023-04-28 15:00:55.194,7109.69189453125
i1,2023-04-28 15:00:55.293,7109.69189453125
i1,2023-04-28 15:00:55.396,7156.35693359375
i1,2023-04-28 15:00:55.496,6783.70068359375
i1,2023-04-28 15:00:55.599,6783.70068359375
i1,2023-04-28 15:00:55.701,5540.595703125
i1,2023-04-28 15:00:55.805,5540.595703125
i1,2023-04-28 15:00:55.901,3964.9912109375
i1,2023-04-28 15:00:56.002,3964.9912109375
i1,2023-04-28 15:00:56.110,2590.355712890625
i1,2023-04-28 15:00:56.214,1635.66748046875
i1,2023-04-28 15:00:56.321,1635.66748046875
i1,2023-04-28 15:00:56.419,1363.3311767578125
i1,2023-04-28 15:00:56.515,1363.3311767578125
i1,2023-04-28 15:00:56.616,-756.478515625
i1,2023-04-28 15:00:56.719,-756.478515625
i1,2023-04-28 15:00:56.823,-2589.1376953125
i1,2023-04-28 15:00:56.927,-2589.1376953125
i1,2023-04-28 15:00:57.029,-4894.3271484375
i1,2023-04-28 15:00:57.127,-4894.3271484375
i1,2023-04-28 15:00:57.228,-4894.3271484375
i1,2023-04-28 15:00:57.334,-4930.2685546875
i1,2023-04-28 15:00:57.432,-5627.05859375
i1,2023-04-28 15:00:57.539,-5627.05859375
i1,2023-04-28 15:00:57.636,-4855.671875
i1,2023-04-28 15:00:57.738,-4855.671875
i1,2023-04-28 15:00:57.840,-4006.589599609375
i1,2023-04-28 15:00:57.943,-4006.589599609375
i1,2023-04-28 15:00:58.046,-2887.4404296875
i1,2023-04-28 15:00:58.147,-2887.4404296875
i1,2023-04-28 15:00:58.249,-545.2708740234375
i1,2023-04-28 15:00:58.355,-545.2708740234375
i1,2023-04-28 15:00:58.453,2375.29052734375
i1,2023-04-28 15:00:58.554,2375.29052734375
i1,2023-04-28 15:00:58.656,5694.00390625
i1,2023-04-28 15:00:58.759,5694.00390625
i1,2023-04-28 15:00:58.863,7725.21875
i1,2023-04-28 15:00:58.967,7725.21875
i1,2023-04-28 15:00:59.064,9224.25390625
i1,2023-04-28 15:00:59.171,9224.25390625
i1,2023-04-28 15:00:59.272,8970.3203125
i1,2023-04-28 15:00:59.374,8970.3203125
i1,2023-04-28 15:00:59.478,8944.8828125
i1,2023-04-28 15:00:59.578,8944.8828125
i1,2023-04-28 15:00:59.676,9037.9169921875
i1,2023-04-28 15:00:59.779,9037.9169921875
i1,2023-04-28 15:00:59.880,8861.7978515625
i1,2023-04-28 15:00:59.984,8861.7978515625
i1,2023-04-28 15:01:00.084,7751.4091796875
i1,2023-04-28 15:01:00.191,7751.4091796875
i1,2023-04-28 15:01:00.291,5994.60302734375
i1,2023-04-28 15:01:00.393,5994.60302734375
i1,2023-04-28 15:01:00.494,4098.18212890625
i1,2023-04-28 15:01:00.596,4098.18212890625
i1,2023-04-28 15:01:00.700,3639.3330078125
i1,2023-04-28 15:01:00.800,3639.3330078125
i1,2023-04-28 15:01:00.896,3640.23583984375
i1,2023-04-28 15:01:00.997,3640.23583984375
i1,2023-04-28 15:01:01.101,3640.689697265625
i1,2023-04-28 15:01:01.209,3640.689697265625
i1,2023-04-28 15:01:01.307,3639.837158203125
i1,2023-04-28 15:01:01.414,3639.837158203125
i1,2023-04-28 15:01:01.512,3639.517578125
i1,2023-04-28 15:01:01.617,3639.517578125
i1,2023-04-28 15:01:01.719,3638.4853515625
i1,2023-04-28 15:01:01.821,3638.4853515625
i1,2023-04-28 15:01:01.919,3640.41943359375
i1,2023-04-28 15:01:02.024,3640.41943359375
i1,2023-04-28 15:01:02.127,3640.718505859375
i1,2023-04-28 15:01:02.225,3640.718505859375
i1,2023-04-28 15:01:02.329,3640.718505859375
i1,2023-04-28 15:01:02.433,3636.224365234375
i1,2023-04-28 15:01:02.534,3636.224365234375
i1,2023-04-28 15:01:02.640,3219.44970703125
i1,2023-04-28 15:01:02.743,3219.44970703125
i1,2023-04-28 15:01:02.841,4153.4951171875
i1,2023-04-28 15:01:02.942,4153.4951171875
i1,2023-04-28 15:01:03.045,4623.650390625
i1,2023-04-28 15:01:03.148,4623.650390625
i1,2023-04-28 15:01:03.249,4426.2451171875
i1,2023-04-28 15:01:03.360,4426.2451171875
i1,2023-04-28 15:01:03.453,4852.3564453125
i1,2023-04-28 15:01:03.554,4852.3564453125
i1,2023-04-28 15:01:03.657,5891.83935546875
i1,2023-04-28 15:01:03.759,5891.83935546875
i1,2023-04-28 15:01:03.858,5691.03369140625
i1,2023-04-28 15:01:03.961,5691.03369140625
i1,2023-04-28 15:01:04.061,6367.63037109375
i1,2023-04-28 15:01:04.164,6367.63037109375
i1,2023-04-28 15:01:04.267,7414.91162109375
i1,2023-04-28 15:01:04.369,7414.91162109375
i1,2023-04-28 15:01:04.477,7374.3681640625
i1,2023-04-28 15:01:04.573,7374.3681640625
i1,2023-04-28 15:01:04.679,7699.2109375
i1,2023-04-28 15:01:04.777,7699.2109375
i1,2023-04-28 15:01:04.879,7699.2109375
i1,2023-04-28 15:01:04.980,7183.775390625
i1,2023-04-28 15:01:05.080,6449.0537109375
i1,2023-04-28 15:01:05.183,6449.0537109375
i1,2023-04-28 15:01:05.284,6449.0537109375
i1,2023-04-28 15:01:05.386,4346.7333984375
i1,2023-04-28 15:01:05.489,3094.85302734375
i1,2023-04-28 15:01:05.594,3094.85302734375
i1,2023-04-28 15:01:05.694,3870.961181640625
i1,2023-04-28 15:01:05.800,3870.961181640625
i1,2023-04-28 15:01:05.899,4835.3486328125
i1,2023-04-28 15:01:06.000,4835.3486328125
i1,2023-04-28 15:01:06.101,5082.0458984375
i1,2023-04-28 15:01:06.205,5082.0458984375
i1,2023-04-28 15:01:06.305,5082.0458984375
i1,2023-04-28 15:01:06.407,5738.30810546875
i1,2023-04-28 15:01:06.509,4141.9169921875
i1,2023-04-28 15:01:06.610,4141.9169921875
i1,2023-04-28 15:01:06.717,3057.53369140625
i1,2023-04-28 15:01:06.816,3057.53369140625
i1,2023-04-28 15:01:06.921,3232.31689453125
i1,2023-04-28 15:01:07.020,3232.31689453125
i1,2023-04-28 15:01:07.119,4275.50732421875
i1,2023-04-28 15:01:07.222,4275.50732421875
i1,2023-04-28 15:01:07.324,4324.89111328125
i1,2023-04-28 15:01:07.426,4324.89111328125
i1,2023-04-28 15:01:07.532,4695.82666015625
i1,2023-04-28 15:01:07.638,2402.936767578125
i1,2023-04-28 15:01:07.735,2402.936767578125
