id,timestamp,MaxxTurn45_Power_Active_Sum
i1,2023-04-28 15:00:12.765,2905.578125
i1,2023-04-28 15:00:12.863,2969.721435546875
i1,2023-04-28 15:00:12.968,3045.714599609375
i1,2023-04-28 15:00:13.068,3045.714599609375
i1,2023-04-28 15:00:13.184,3045.714599609375
i1,2023-04-28 15:00:13.279,2981.678955078125
i1,2023-04-28 15:00:13.376,3045.0751953125
i1,2023-04-28 15:00:13.479,3045.0751953125
i1,2023-04-28 15:00:13.580,3022.64404296875
i1,2023-04-28 15:00:13.686,2866.977783203125
i1,2023-04-28 15:00:13.783,2866.977783203125
i1,2023-04-28 15:00:13.890,2866.977783203125
i1,2023-04-28 15:00:13.989,2616.647705078125
i1,2023-04-28 15:00:14.093,2604.980712890625
i1,2023-04-28 15:00:14.190,2604.980712890625
i1,2023-04-28 15:00:14.296,2692.47119140625
i1,2023-04-28 15:00:14.397,2692.47119140625
i1,2023-04-28 15:00:14.496,3419.082763671875
i1,2023-04-28 15:00:14.600,3419.082763671875
i1,2023-04-28 15:00:14.700,5274.81103515625
i1,2023-04-28 15:00:14.801,5274.81103515625
i1,2023-04-28 15:00:14.903,7459.1865234375
i1,2023-04-28 15:00:15.005,7459.1865234375
i1,2023-04-28 15:00:15.110,7459.1865234375
i1,2023-04-28 15:00:15.213,9519.1875
i1,2023-04-28 15:00:15.316,10685.4912109375
i1,2023-04-28 15:00:15.413,10685.4912109375
i1,2023-04-28 15:00:15.518,12111.75390625
i1,2023-04-28 15:00:15.621,12111.75390625
i1,2023-04-28 15:00:15.723,13655.861328125
i1,2023-04-28 15:00:15.819,13655.861328125
i1,2023-04-28 15:00:15.923,14805.2890625
i1,2023-04-28 15:00:16.022,14805.2890625
i1,2023-04-28 15:00:16.131,15097.8984375
i1,2023-04-28 15:00:16.232,15097.8984375
i1,2023-04-28 15:00:16.333,14529.138671875
i1,2023-04-28 15:00:16.433,14529.138671875
i1,2023-04-28 15:00:16.534,12947.27734375
i1,2023-04-28 15:00:16.636,12947.27734375
i1,2023-04-28 15:00:16.738,11334.44140625
i1,2023-04-28 15:00:16.842,11334.44140625
i1,2023-04-28 15:00:16.946,9143.849609375
i1,2023-04-28 15:00:17.049,9143.849609375
i1,2023-04-28 15:00:17.145,8355.8271484375
i1,2023-04-28 15:00:17.252,8355.8271484375
i1,2023-04-28 15:00:17.353,7198.73193359375
i1,2023-04-28 15:00:17.451,7198.73193359375
i1,2023-04-28 15:00:17.553,5900.4892578125
i1,2023-04-28 15:00:17.655,5900.4892578125
i1,2023-04-28 15:00:17.757,3877.3544921875
i1,2023-04-28 15:00:17.859,3877.3544921875
i1,2023-04-28 15:00:17.961,2549.90478515625
i1,2023-04-28 15:00:18.075,2549.90478515625
i1,2023-04-28 15:00:18.166,1490.468017578125
i1,2023-04-28 15:00:18.267,1490.468017578125
i1,2023-04-28 15:00:18.372,202.42117309570312
i1,2023-04-28 15:00:18.471,202.42117309570312
i1,2023-04-28 15:00:18.577,-1012.9811401367188
i1,2023-04-28 15:00:18.680,-1012.9811401367188
i1,2023-04-28 15:00:18.781,-2525.0439453125
i1,2023-04-28 15:00:18.882,-2525.0439453125
i1,2023-04-28 15:00:18.988,-4218.2646484375
i1,2023-04-28 15:00:19.089,-4218.2646484375
i1,2023-04-28 15:00:19.190,-5247.20703125
i1,2023-04-28 15:00:19.295,-5247.20703125
i1,2023-04-28 15:00:19.397,-5432.47265625
i1,2023-04-28 15:00:19.504,-4299.73046875
i1,2023-04-28 15:00:19.602,-4299.73046875
i1,2023-04-28 15:00:19.702,-4299.73046875
i1,2023-04-28 15:00:19.804,-2161.56640625
i1,2023-04-28 15:00:19.906,462.04461669921875
i1,2023-04-28 15:00:20.007,462.04461669921875
i1,2023-04-28 15:00:20.110,462.04461669921875
i1,2023-04-28 15:00:20.215,462.04461669921875
i1,2023-04-28 15:00:20.308,6373.7158203125
i1,2023-04-28 15:00:20.410,6373.7158203125
i1,2023-04-28 15:00:20.516,9191.14453125
i1,2023-04-28 15:00:20.618,9191.14453125
i1,2023-04-28 15:00:20.718,11549.15234375
i1,2023-04-28 15:00:20.824,11549.15234375
i1,2023-04-28 15:00:20.925,12659.0869140625
i1,2023-04-28 15:00:21.026,12659.0869140625
i1,2023-04-28 15:00:21.129,13048.423828125
i1,2023-04-28 15:00:21.234,13048.423828125
i1,2023-04-28 15:00:21.330,12828.2548828125
i1,2023-04-28 15:00:21.433,12828.2548828125
i1,2023-04-28 15:00:21.534,11685.6611328125
i1,2023-04-28 15:00:21.636,11685.6611328125
i1,2023-04-28 15:00:21.739,10074.2265625
i1,2023-04-28 15:00:21.842,10074.2265625
i1,2023-04-28 15:00:21.946,7559.8056640625
i1,2023-04-28 15:00:22.044,7559.8056640625
i1,2023-04-28 15:00:22.146,6756.5185546875
i1,2023-04-28 15:00:22.251,6756.5185546875
i1,2023-04-28 15:00:22.354,6756.5185546875
i1,2023-04-28 15:00:22.452,5341.39697265625
i1,2023-04-28 15:00:22.553,4571.62353515625
i1,2023-04-28 15:00:22.656,4571.62353515625
i1,2023-04-28 15:00:22.761,4514.9853515625
i1,2023-04-28 15:00:22.859,4514.9853515625
i1,2023-04-28 15:00:22.961,4665.06396484375
i1,2023-04-28 15:00:23.063,4665.06396484375
i1,2023-04-28 15:00:23.167,4665.06396484375
i1,2023-04-28 15:00:23.269,4823.1015625
i1,2023-04-28 15:00:23.371,4475.40380859375
i1,2023-04-28 15:00:23.473,4475.40380859375
i1,2023-04-28 15:00:23.579,3607.641845703125
i1,2023-04-28 15:00:23.679,3607.641845703125
i1,2023-04-28 15:00:23.783,2301.30078125
i1,2023-04-28 15:00:23.885,2301.30078125
i1,2023-04-28 15:00:23.984,1450.1611328125
i1,2023-04-28 15:00:24.088,1450.1611328125
i1,2023-04-28 15:00:24.191,1450.1611328125
i1,2023-04-28 15:00:24.289,3536.22998046875
i1,2023-04-28 15:00:24.387,4054.3466796875
i1,2023-04-28 15:00:24.492,4054.3466796875
i1,2023-04-28 15:00:24.591,5251.634765625
i1,2023-04-28 15:00:24.694,5251.634765625
i1,2023-04-28 15:00:24.799,6090.77734375
i1,2023-04-28 15:00:24.901,6090.77734375
i1,2023-04-28 15:00:25.006,7182.2744140625
i1,2023-04-28 15:00:25.103,7182.2744140625
i1,2023-04-28 15:00:25.205,7502.193359375
i1,2023-04-28 15:00:25.307,7502.193359375
i1,2023-04-28 15:00:25.409,8268.375
i1,2023-04-28 15:00:25.514,9515.431640625
i1,2023-04-28 15:00:25.614,9515.431640625
i1,2023-04-28 15:00:25.723,10202.8818359375
i1,2023-04-28 15:00:25.818,10202.8818359375
i1,2023-04-28 15:00:25.922,10202.8818359375
i1,2023-04-28 15:00:26.024,8410.56640625
i1,2023-04-28 15:00:26.127,7156.228515625
i1,2023-04-28 15:00:26.234,7156.228515625
i1,2023-04-28 15:00:26.331,5950.9208984375
i1,2023-04-28 15:00:26.433,5950.9208984375
i1,2023-04-28 15:00:26.533,5450.501953125
i1,2023-04-28 15:00:26.638,5450.501953125
i1,2023-04-28 15:00:26.737,3617.847900390625
i1,2023-04-28 15:00:26.838,3617.847900390625
i1,2023-04-28 15:00:26.939,2454.14453125
i1,2023-04-28 15:00:27.048,2454.14453125
i1,2023-04-28 15:00:27.143,2454.14453125
i1,2023-04-28 15:00:27.247,3447.966552734375
i1,2023-04-28 15:00:27.351,3870.84814453125
i1,2023-04-28 15:00:27.451,3870.84814453125
i1,2023-04-28 15:00:27.552,3812.733154296875
i1,2023-04-28 15:00:27.655,3812.733154296875
i1,2023-04-28 15:00:27.756,2748.193603515625
i1,2023-04-28 15:00:27.858,2748.193603515625
i1,2023-04-28 15:00:27.962,2233.785400390625
i1,2023-04-28 15:00:28.063,2233.785400390625
i1,2023-04-28 15:00:28.161,2233.785400390625
i1,2023-04-28 15:00:28.268,2300.6943359375
i1,2023-04-28 15:00:28.368,2100.853271484375
i1,2023-04-28 15:00:28.469,2100.853271484375
i1,2023-04-28 15:00:28.570,3612.82421875
i1,2023-04-28 15:00:28.670,3612.82421875
i1,2023-04-28 15:00:28.777,4606.57421875
i1,2023-04-28 15:00:28.881,4606.57421875
i1,2023-04-28 15:00:28.987,4606.57421875
i1,2023-04-28 15:00:29.087,4424.798828125
i1,2023-04-28 15:00:29.187,4540.6904296875
i1,2023-04-28 15:00:29.290,4540.6904296875
i1,2023-04-28 15:00:29.388,4536.9365234375
i1,2023-04-28 15:00:29.490,4536.9365234375
i1,2023-04-28 15:00:29.592,5587.10595703125
i1,2023-04-28 15:00:29.695,5587.10595703125
i1,2023-04-28 15:00:29.796,6579.8037109375
i1,2023-04-28 15:00:29.898,6579.8037109375
i1,2023-04-28 15:00:30.004,6793.0986328125
i1,2023-04-28 15:00:30.102,6793.0986328125
i1,2023-04-28 15:00:30.203,5499.5322265625
i1,2023-04-28 15:00:30.305,5499.5322265625
i1,2023-04-28 15:00:30.410,3546.25439453125
i1,2023-04-28 15:00:30.503,3546.25439453125
i1,2023-04-28 15:00:30.610,2489.37744140625
i1,2023-04-28 15:00:30.712,2489.37744140625
i1,2023-04-28 15:00:30.810,554.1005859375
i1,2023-04-28 15:00:30.911,554.1005859375
