id,timestamp,MaxxTurn45_Coolant_Power_Active_Sum
i1,2023-04-28 15:00:12.763,881.6634521484375
i1,2023-04-28 15:00:12.861,876.5462646484375
i1,2023-04-28 15:00:12.965,876.5462646484375
i1,2023-04-28 15:00:13.068,870.3389892578125
i1,2023-04-28 15:00:13.168,870.3389892578125
i1,2023-04-28 15:00:13.270,870.3389892578125
i1,2023-04-28 15:00:13.374,827.3402099609375
i1,2023-04-28 15:00:13.477,852.0648193359375
i1,2023-04-28 15:00:13.575,852.0648193359375
i1,2023-04-28 15:00:13.679,797.0342407226562
i1,2023-04-28 15:00:13.780,797.0342407226562
i1,2023-04-28 15:00:13.881,672.6395263671875
i1,2023-04-28 15:00:13.984,672.6395263671875
i1,2023-04-28 15:00:14.086,466.48162841796875
i1,2023-04-28 15:00:14.190,466.48162841796875
i1,2023-04-28 15:00:14.291,396.8970947265625
i1,2023-04-28 15:00:14.392,396.8970947265625
i1,2023-04-28 15:00:14.494,319.7728271484375
i1,2023-04-28 15:00:14.598,319.7728271484375
i1,2023-04-28 15:00:14.698,319.0386962890625
i1,2023-04-28 15:00:14.809,319.0386962890625
i1,2023-04-28 15:00:14.901,319.0386962890625
i1,2023-04-28 15:00:15.003,318.9723815917969
i1,2023-04-28 15:00:15.105,318.4024658203125
i1,2023-04-28 15:00:15.208,318.4024658203125
i1,2023-04-28 15:00:15.309,318.4024658203125
i1,2023-04-28 15:00:15.414,318.80596923828125
i1,2023-04-28 15:00:15.520,318.7425231933594
i1,2023-04-28 15:00:15.619,318.7425231933594
i1,2023-04-28 15:00:15.721,318.37591552734375
i1,2023-04-28 15:00:15.817,318.37591552734375
i1,2023-04-28 15:00:15.920,318.0106201171875
i1,2023-04-28 15:00:16.019,318.0106201171875
i1,2023-04-28 15:00:16.127,318.0137939453125
i1,2023-04-28 15:00:16.233,318.0137939453125
i1,2023-04-28 15:00:16.328,318.0139465332031
i1,2023-04-28 15:00:16.436,318.0139465332031
i1,2023-04-28 15:00:16.532,319.1086730957031
i1,2023-04-28 15:00:16.639,318.80303955078125
i1,2023-04-28 15:00:16.737,318.80303955078125
i1,2023-04-28 15:00:16.849,319.4710693359375
i1,2023-04-28 15:00:16.946,319.4710693359375
i1,2023-04-28 15:00:17.048,319.1241760253906
i1,2023-04-28 15:00:17.145,319.1241760253906
i1,2023-04-28 15:00:17.252,319.1241760253906
i1,2023-04-28 15:00:17.362,318.97265625
i1,2023-04-28 15:00:17.459,319.77227783203125
i1,2023-04-28 15:00:17.555,319.77227783203125
i1,2023-04-28 15:00:17.658,320.1409912109375
i1,2023-04-28 15:00:17.762,320.1409912109375
i1,2023-04-28 15:00:17.860,320.1371154785156
i1,2023-04-28 15:00:17.962,320.1371154785156
i1,2023-04-28 15:00:18.066,320.5063171386719
i1,2023-04-28 15:00:18.168,320.5063171386719
i1,2023-04-28 15:00:18.270,320.1371765136719
i1,2023-04-28 15:00:18.378,320.1371765136719
i1,2023-04-28 15:00:18.473,320.731689453125
i1,2023-04-28 15:00:18.577,320.731689453125
i1,2023-04-28 15:00:18.681,320.73199462890625
i1,2023-04-28 15:00:18.782,320.73199462890625
i1,2023-04-28 15:00:18.887,321.4647216796875
i1,2023-04-28 15:00:18.989,321.4647216796875
i1,2023-04-28 15:00:19.090,322.1664123535156
i1,2023-04-28 15:00:19.189,322.1664123535156
i1,2023-04-28 15:00:19.292,322.3447570800781
i1,2023-04-28 15:00:19.394,322.3447570800781
i1,2023-04-28 15:00:19.494,322.92730712890625
i1,2023-04-28 15:00:19.596,322.92730712890625
i1,2023-04-28 15:00:19.699,323.29437255859375
i1,2023-04-28 15:00:19.802,323.29437255859375
i1,2023-04-28 15:00:19.905,323.29437255859375
i1,2023-04-28 15:00:20.006,323.29437255859375
i1,2023-04-28 15:00:20.114,323.2944641113281
i1,2023-04-28 15:00:20.209,323.2944641113281
i1,2023-04-28 15:00:20.304,323.4498291015625
i1,2023-04-28 15:00:20.406,323.4498291015625
i1,2023-04-28 15:00:20.513,323.4495849609375
i1,2023-04-28 15:00:20.617,323.4495849609375
i1,2023-04-28 15:00:20.721,323.44549560546875
i1,2023-04-28 15:00:20.822,323.44549560546875
i1,2023-04-28 15:00:20.923,323.44549560546875
i1,2023-04-28 15:00:21.024,323.44549560546875
i1,2023-04-28 15:00:21.129,323.4453430175781
i1,2023-04-28 15:00:21.226,323.4453430175781
i1,2023-04-28 15:00:21.328,323.4854736328125
i1,2023-04-28 15:00:21.435,323.4854736328125
i1,2023-04-28 15:00:21.536,323.4854736328125
i1,2023-04-28 15:00:21.633,323.4856872558594
i1,2023-04-28 15:00:21.739,323.4853515625
i1,2023-04-28 15:00:21.837,323.4853515625
i1,2023-04-28 15:00:21.939,323.85186767578125
i1,2023-04-28 15:00:22.045,323.85186767578125
i1,2023-04-28 15:00:22.148,324.21435546875
i1,2023-04-28 15:00:22.246,324.21435546875
i1,2023-04-28 15:00:22.358,324.21435546875
i1,2023-04-28 15:00:22.458,324.94647216796875
i1,2023-04-28 15:00:22.554,324.94647216796875
i1,2023-04-28 15:00:22.653,324.94647216796875
i1,2023-04-28 15:00:22.760,332.60760498046875
i1,2023-04-28 15:00:22.860,446.4310302734375
i1,2023-04-28 15:00:22.961,446.4310302734375
i1,2023-04-28 15:00:23.069,582.5059814453125
i1,2023-04-28 15:00:23.165,582.5059814453125
i1,2023-04-28 15:00:23.268,714.1209716796875
i1,2023-04-28 15:00:23.388,714.1209716796875
i1,2023-04-28 15:00:23.477,852.66748046875
i1,2023-04-28 15:00:23.574,852.66748046875
i1,2023-04-28 15:00:23.676,884.9869384765625
i1,2023-04-28 15:00:23.779,884.9869384765625
i1,2023-04-28 15:00:23.880,884.2530517578125
i1,2023-04-28 15:00:23.982,884.2530517578125
i1,2023-04-28 15:00:24.082,917.772705078125
i1,2023-04-28 15:00:24.185,917.772705078125
i1,2023-04-28 15:00:24.287,882.419189453125
i1,2023-04-28 15:00:24.387,882.419189453125
i1,2023-04-28 15:00:24.489,882.419189453125
i1,2023-04-28 15:00:24.591,871.4326171875
i1,2023-04-28 15:00:24.692,756.323486328125
i1,2023-04-28 15:00:24.795,756.323486328125
i1,2023-04-28 15:00:24.897,619.6558227539062
i1,2023-04-28 15:00:24.999,619.6558227539062
i1,2023-04-28 15:00:25.103,491.3907470703125
i1,2023-04-28 15:00:25.208,491.3907470703125
i1,2023-04-28 15:00:25.308,491.3907470703125
i1,2023-04-28 15:00:25.408,349.17724609375
i1,2023-04-28 15:00:25.508,318.90509033203125
i1,2023-04-28 15:00:25.611,318.90509033203125
i1,2023-04-28 15:00:25.716,318.9090576171875
i1,2023-04-28 15:00:25.814,318.9090576171875
i1,2023-04-28 15:00:25.917,318.9091491699219
i1,2023-04-28 15:00:26.022,318.9091491699219
i1,2023-04-28 15:00:26.124,318.9051208496094
i1,2023-04-28 15:00:26.223,318.9051208496094
i1,2023-04-28 15:00:26.325,318.9051208496094
i1,2023-04-28 15:00:26.427,319.08978271484375
