id,timestamp,Axes_Z_aaVactB
i1,2023-04-28 17:19:50.000,-104.05232171127298
i1,2023-04-28 17:19:51.000,-53.66565439088663
i1,2023-04-28 17:19:51.000,-60.04761508202635
i1,2023-04-28 17:19:51.000,-104.0374838914982
i1,2023-04-28 17:19:52.000,-104.03109250666654
i1,2023-04-28 17:19:52.000,-104.02903237724699
i1,2023-04-28 17:19:52.000,-104.0364482021649
i1,2023-04-28 17:19:52.000,-104.03749017932267
i1,2023-04-28 17:19:53.000,-102.45179401634843
i1,2023-04-28 17:19:53.000,-99.57295600129456
i1,2023-04-28 17:19:53.000,-97.74506607151477
i1,2023-04-28 17:19:53.000,-95.28286449535031
i1,2023-04-28 17:19:54.000,-108.64503320702295
i1,2023-04-28 17:19:54.000,-108.63891598458328
i1,2023-04-28 17:19:54.000,-108.64868688381667
i1,2023-04-28 17:19:54.000,-108.60473632812578
i1,2023-04-28 17:19:55.000,-108.64740905134914
i1,2023-04-28 17:19:55.000,-100.25708158456942
i1,2023-04-28 17:19:55.000,-71.28453506476197
i1,2023-04-28 17:19:55.000,0.0
i1,2023-04-28 17:19:56.000,-0.03455353250977602
i1,2023-04-28 17:19:56.000,-54.21589099880322
i1,2023-04-28 17:19:56.000,-66.8757742028202
i1,2023-04-28 17:19:57.000,-113.81713073106272
i1,2023-04-28 17:19:57.000,-74.59708882647719
i1,2023-04-28 17:19:57.000,-107.61748558710687
i1,2023-04-28 17:19:58.000,-108.66821289062499
i1,2023-04-28 17:19:58.000,-108.63402873535159
i1,2023-04-28 17:19:58.000,-108.65478515625
i1,2023-04-28 17:19:58.000,-108.65483973150936
i1,2023-04-28 17:19:59.000,-108.61572873656192
i1,2023-04-28 17:19:59.000,-108.64135940798943
i1,2023-04-28 17:19:59.000,-108.60840368048432
i1,2023-04-28 17:19:59.000,-108.6315620582349
i1,2023-04-28 17:20:00.000,-108.65478068862804
i1,2023-04-28 17:20:00.000,-108.627908739313
i1,2023-04-28 17:20:00.000,-108.65844676749234
i1,2023-04-28 17:20:00.000,-108.66210785382889
i1,2023-04-28 17:20:01.000,0.0
i1,2023-04-28 17:20:01.000,13871.999999999995
i1,2023-04-28 17:20:01.000,30000.0
i1,2023-04-28 17:20:01.000,0.0
i1,2023-04-28 17:20:03.000,-30000.0
i1,2023-04-28 17:20:03.000,0.0
i1,2023-04-28 17:20:13.000,266.0920231213873
i1,2023-04-28 17:20:13.000,14782.890173410404
i1,2023-04-28 17:20:14.000,0.0
i1,2023-04-28 17:20:23.000,20091.502977429092
i1,2023-04-28 17:20:23.000,3909.2301645438774
i1,2023-04-28 17:20:23.000,0.0
i1,2023-04-28 17:20:24.000,27394.50893228728
i1,2023-04-28 17:20:25.000,30000.0
i1,2023-04-28 17:20:25.000,-2.065312163270631
i1,2023-04-28 17:20:25.000,-0.0
i1,2023-04-28 17:20:25.000,-138.83676033526598
i1,2023-04-28 17:20:26.000,-11.120581134716607
i1,2023-04-28 17:20:26.000,0.0
i1,2023-04-28 17:20:29.000,-139.46909414470355
i1,2023-04-28 17:20:30.000,-9.151177885431778
i1,2023-04-28 17:20:30.000,0.0
i1,2023-04-28 17:20:32.000,-4799.999999999999
i1,2023-04-28 17:20:32.000,-27801.77486914777
i1,2023-04-28 17:20:32.000,0.0
i1,2023-04-28 17:20:34.000,1728.0
i1,2023-04-28 17:20:34.000,30000.000000000004
i1,2023-04-28 17:20:35.000,11326.889520635821
i1,2023-04-28 17:20:35.000,0.0
