id,timestamp,Axes_X_aaTorque
i1,2023-04-28T17:19:34.000+02:00,-1.809
i1,2023-04-28T17:19:35.000+02:00,-1.741
i1,2023-04-28T17:19:35.000+02:00,-1.482
i1,2023-04-28T17:19:35.000+02:00,-1.8
i1,2023-04-28T17:19:35.000+02:00,-1.2690000000000001
i1,2023-04-28T17:19:36.000+02:00,-2.478
i1,2023-04-28T17:19:36.000+02:00,-2.17
i1,2023-04-28T17:19:36.000+02:00,-2.374
i1,2023-04-28T17:19:36.000+02:00,-2.6390000000000002
i1,2023-04-28T17:19:37.000+02:00,-2.648
i1,2023-04-28T17:19:37.000+02:00,-1.874
i1,2023-04-28T17:19:37.000+02:00,-1.7610000000000001
i1,2023-04-28T17:19:37.000+02:00,-1.585
i1,2023-04-28T17:19:38.000+02:00,-1.1520000000000001
i1,2023-04-28T17:19:38.000+02:00,-1.331
i1,2023-04-28T17:19:38.000+02:00,-3.009
i1,2023-04-28T17:19:38.000+02:00,-2.9250000000000003
i1,2023-04-28T17:19:39.000+02:00,-1.055
i1,2023-04-28T17:19:39.000+02:00,-0.9430000000000001
i1,2023-04-28T17:19:39.000+02:00,-0.892
i1,2023-04-28T17:19:39.000+02:00,-2.044
i1,2023-04-28T17:19:40.000+02:00,-2.192
i1,2023-04-28T17:19:40.000+02:00,-2.424
i1,2023-04-28T17:19:40.000+02:00,-2.485
i1,2023-04-28T17:19:41.000+02:00,-2.444
i1,2023-04-28T17:19:41.000+02:00,-2.386
i1,2023-04-28T17:19:41.000+02:00,-1.059
i1,2023-04-28T17:19:41.000+02:00,-1.162
i1,2023-04-28T17:19:42.000+02:00,-3.1830000000000003
i1,2023-04-28T17:19:42.000+02:00,-3.238
i1,2023-04-28T17:19:42.000+02:00,-3.265
i1,2023-04-28T17:19:42.000+02:00,-1.7670000000000001
i1,2023-04-28T17:19:43.000+02:00,-1.693
i1,2023-04-28T17:19:43.000+02:00,-1.764
i1,2023-04-28T17:19:43.000+02:00,-1.861
i1,2023-04-28T17:19:43.000+02:00,-1.938
i1,2023-04-28T17:19:44.000+02:00,-3.099
i1,2023-04-28T17:19:44.000+02:00,-1.616
i1,2023-04-28T17:19:44.000+02:00,-2.411
i1,2023-04-28T17:19:44.000+02:00,-2.61
i1,2023-04-28T17:19:45.000+02:00,-2.282
i1,2023-04-28T17:19:45.000+02:00,-2.819
i1,2023-04-28T17:19:45.000+02:00,-2.629
i1,2023-04-28T17:19:45.000+02:00,-2.5220000000000002
i1,2023-04-28T17:19:46.000+02:00,-2.232
i1,2023-04-28T17:19:46.000+02:00,-1.9180000000000001
i1,2023-04-28T17:19:46.000+02:00,-1.7810000000000001
i1,2023-04-28T17:19:47.000+02:00,-1.71
i1,2023-04-28T17:19:47.000+02:00,-1.7770000000000001
i1,2023-04-28T17:19:47.000+02:00,-1.972
i1,2023-04-28T17:19:47.000+02:00,-2.2800000000000002
i1,2023-04-28T17:19:48.000+02:00,-2.463
i1,2023-04-28T17:19:48.000+02:00,-2.648
i1,2023-04-28T17:19:48.000+02:00,-2.578
i1,2023-04-28T17:19:48.000+02:00,-2.028
i1,2023-04-28T17:19:49.000+02:00,-1.328
i1,2023-04-28T17:19:49.000+02:00,-2.452
i1,2023-04-28T17:19:49.000+02:00,-1.7510000000000001
i1,2023-04-28T17:19:49.000+02:00,-1.487
i1,2023-04-28T17:19:50.000+02:00,-0.906
i1,2023-04-28T17:19:50.000+02:00,-1.0070000000000001
i1,2023-04-28T17:19:50.000+02:00,-1.032
i1,2023-04-28T17:19:50.000+02:00,-2.844
i1,2023-04-28T17:19:51.000+02:00,-2.965
i1,2023-04-28T17:19:51.000+02:00,-1.197
i1,2023-04-28T17:19:51.000+02:00,-1.414
i1,2023-04-28T17:19:52.000+02:00,-1.283
i1,2023-04-28T17:19:52.000+02:00,-2.357
i1,2023-04-28T17:19:52.000+02:00,-2.47
i1,2023-04-28T17:19:52.000+02:00,-2.981
i1,2023-04-28T17:19:53.000+02:00,-3.267
i1,2023-04-28T17:19:53.000+02:00,-1.57
i1,2023-04-28T17:19:53.000+02:00,-2.603
i1,2023-04-28T17:19:53.000+02:00,-2.428
i1,2023-04-28T17:19:54.000+02:00,-2.7560000000000002
i1,2023-04-28T17:19:54.000+02:00,-2.6590000000000003
i1,2023-04-28T17:19:54.000+02:00,-2.493
i1,2023-04-28T17:19:54.000+02:00,-2.2920000000000003
i1,2023-04-28T17:19:55.000+02:00,-1.958
i1,2023-04-28T17:19:55.000+02:00,-1.586
i1,2023-04-28T17:19:55.000+02:00,-1.099
i1,2023-04-28T17:19:55.000+02:00,-2.011
i1,2023-04-28T17:19:56.000+02:00,-4.749
i1,2023-04-28T17:19:56.000+02:00,-3.247
i1,2023-04-28T17:19:56.000+02:00,-1.564
i1,2023-04-28T17:19:56.000+02:00,-2.2760000000000002
i1,2023-04-28T17:19:57.000+02:00,-2.372
i1,2023-04-28T17:19:57.000+02:00,-2.287
i1,2023-04-28T17:19:57.000+02:00,-1.829
i1,2023-04-28T17:19:58.000+02:00,-1.849
i1,2023-04-28T17:19:58.000+02:00,-2.066
i1,2023-04-28T17:19:58.000+02:00,-2.463
i1,2023-04-28T17:19:58.000+02:00,-2.681
i1,2023-04-28T17:19:59.000+02:00,-2.678
i1,2023-04-28T17:19:59.000+02:00,-2.516
