id,timestamp,MaxxTurn45_Axes_Power_Active_A
i1,2023-04-28T15:00:18.986340,-2274.217041015625
i1,2023-04-28T15:00:19.096796,-2808.79736328125
i1,2023-04-28T15:00:19.190866,-2808.79736328125
i1,2023-04-28T15:00:19.292532,-2944.67333984375
i1,2023-04-28T15:00:19.395195,-2944.67333984375
i1,2023-04-28T15:00:19.496261,-2605.155029296875
i1,2023-04-28T15:00:19.598381,-2605.155029296875
i1,2023-04-28T15:00:19.704428,-1837.211181640625
i1,2023-04-28T15:00:19.801755,-1837.211181640625
i1,2023-04-28T15:00:19.907439,-588.3557739257812
i1,2023-04-28T15:00:20.008741,-588.3557739257812
i1,2023-04-28T15:00:20.107720,952.2312622070312
i1,2023-04-28T15:00:20.224146,952.2312622070312
i1,2023-04-28T15:00:20.308386,952.2312622070312
i1,2023-04-28T15:00:20.411700,2350.94482421875
i1,2023-04-28T15:00:20.517044,3315.490234375
i1,2023-04-28T15:00:20.621345,3315.490234375
i1,2023-04-28T15:00:20.723550,4497.17333984375
i1,2023-04-28T15:00:20.821910,4497.17333984375
i1,2023-04-28T15:00:20.924042,5121.869140625
i1,2023-04-28T15:00:21.025369,5121.869140625
i1,2023-04-28T15:00:21.127683,5217.56494140625
i1,2023-04-28T15:00:21.230390,5217.56494140625
i1,2023-04-28T15:00:21.334419,5298.02978515625
i1,2023-04-28T15:00:21.435842,5298.02978515625
i1,2023-04-28T15:00:21.536878,4888.93115234375
i1,2023-04-28T15:00:21.641210,4888.93115234375
i1,2023-04-28T15:00:21.744588,4130.9677734375
i1,2023-04-28T15:00:21.842834,4130.9677734375
i1,2023-04-28T15:00:21.947668,3369.07177734375
i1,2023-04-28T15:00:22.046700,3369.07177734375
i1,2023-04-28T15:00:22.148713,2319.222900390625
i1,2023-04-28T15:00:22.249926,2319.222900390625
i1,2023-04-28T15:00:22.353097,2027.68408203125
i1,2023-04-28T15:00:22.458837,2027.68408203125
i1,2023-04-28T15:00:22.556295,1532.212890625
i1,2023-04-28T15:00:22.661364,1532.212890625
i1,2023-04-28T15:00:22.764626,1503.6556396484375
i1,2023-04-28T15:00:22.869009,1492.043212890625
i1,2023-04-28T15:00:22.970081,1492.043212890625
i1,2023-04-28T15:00:23.079383,1458.177001953125
i1,2023-04-28T15:00:23.177030,1458.177001953125
i1,2023-04-28T15:00:23.274587,1356.2049560546875
i1,2023-04-28T15:00:23.399645,1356.2049560546875
i1,2023-04-28T15:00:23.482962,858.9297485351562
i1,2023-04-28T15:00:23.586555,858.9297485351562
i1,2023-04-28T15:00:23.680363,309.56304931640625
i1,2023-04-28T15:00:23.787879,309.56304931640625
i1,2023-04-28T15:00:23.883777,-356.5914306640625
i1,2023-04-28T15:00:23.993396,-356.5914306640625
i1,2023-04-28T15:00:24.090432,253.60888671875
i1,2023-04-28T15:00:24.190804,253.60888671875
i1,2023-04-28T15:00:24.290881,801.8911743164062
i1,2023-04-28T15:00:24.390976,801.8911743164062
i1,2023-04-28T15:00:24.494682,1397.103271484375
i1,2023-04-28T15:00:24.597090,1397.103271484375
i1,2023-04-28T15:00:24.697211,1887.8809814453125
i1,2023-04-28T15:00:24.799673,1887.8809814453125
i1,2023-04-28T15:00:24.901932,2455.33935546875
i1,2023-04-28T15:00:25.003194,2455.33935546875
i1,2023-04-28T15:00:25.116560,2742.385009765625
i1,2023-04-28T15:00:25.206751,2742.385009765625
i1,2023-04-28T15:00:25.309347,3247.189453125
i1,2023-04-28T15:00:25.410919,3247.189453125
i1,2023-04-28T15:00:25.511962,3776.78125
i1,2023-04-28T15:00:25.614084,3776.78125
i1,2023-04-28T15:00:25.720307,4360.7802734375
i1,2023-04-28T15:00:25.817725,4360.7802734375
i1,2023-04-28T15:00:25.921945,3761.5439453125
i1,2023-04-28T15:00:26.022295,3761.5439453125
i1,2023-04-28T15:00:26.125422,3091.9404296875
i1,2023-04-28T15:00:26.227218,3091.9404296875
i1,2023-04-28T15:00:26.328853,3091.9404296875
i1,2023-04-28T15:00:26.434141,2477.78173828125
i1,2023-04-28T15:00:26.532884,2217.027099609375
i1,2023-04-28T15:00:26.635294,2217.027099609375
i1,2023-04-28T15:00:26.736481,1477.7774658203125
i1,2023-04-28T15:00:26.842646,1477.7774658203125
i1,2023-04-28T15:00:26.945102,814.0081787109375
i1,2023-04-28T15:00:27.048433,814.0081787109375
i1,2023-04-28T15:00:27.151675,951.813232421875
i1,2023-04-28T15:00:27.253031,951.813232421875
i1,2023-04-28T15:00:27.353785,1209.635009765625
i1,2023-04-28T15:00:27.454858,1209.635009765625
i1,2023-04-28T15:00:27.556101,1447.494140625
i1,2023-04-28T15:00:27.659009,1447.494140625
i1,2023-04-28T15:00:27.757434,964.7528076171875
i1,2023-04-28T15:00:27.863052,964.7528076171875
i1,2023-04-28T15:00:27.965086,639.7603759765625
i1,2023-04-28T15:00:28.061956,639.7603759765625
i1,2023-04-28T15:00:28.170474,51.97269821166992
i1,2023-04-28T15:00:28.276707,393.6425476074219
i1,2023-04-28T15:00:28.404226,393.6425476074219
i1,2023-04-28T15:00:28.476858,393.6425476074219
i1,2023-04-28T15:00:28.577981,1120.531494140625
i1,2023-04-28T15:00:28.672730,1120.531494140625
i1,2023-04-28T15:00:28.781576,1595.0489501953125
i1,2023-04-28T15:00:28.891264,1678.6175537109375
i1,2023-04-28T15:00:28.987170,1678.6175537109375
i1,2023-04-28T15:00:29.090330,1824.67919921875
i1,2023-04-28T15:00:29.190556,1824.67919921875
i1,2023-04-28T15:00:29.294241,1824.67919921875
i1,2023-04-28T15:00:29.413858,1551.0640869140625
i1,2023-04-28T15:00:29.498232,2043.00439453125
i1,2023-04-28T15:00:29.597905,2043.00439453125
i1,2023-04-28T15:00:29.697246,2494.0205078125
i1,2023-04-28T15:00:29.798472,2494.0205078125
i1,2023-04-28T15:00:29.900738,2977.715576171875
i1,2023-04-28T15:00:30.001966,2977.715576171875
i1,2023-04-28T15:00:30.104253,2350.9404296875
i1,2023-04-28T15:00:30.208660,2350.9404296875
i1,2023-04-28T15:00:30.312423,2350.9404296875
i1,2023-04-28T15:00:30.414948,1110.216796875
i1,2023-04-28T15:00:30.507296,844.5087280273438
i1,2023-04-28T15:00:30.612865,844.5087280273438
i1,2023-04-28T15:00:30.714528,90.45817565917969
i1,2023-04-28T15:00:30.815129,90.45817565917969
i1,2023-04-28T15:00:30.913417,-825.8035888671875
i1,2023-04-28T15:00:31.013568,-825.8035888671875
i1,2023-04-28T15:00:31.125363,-1596.4110107421875
i1,2023-04-28T15:00:31.222644,-1596.4110107421875
i1,2023-04-28T15:00:31.324392,-2150.15869140625
i1,2023-04-28T15:00:31.430130,-2150.15869140625
i1,2023-04-28T15:00:31.528697,-2769.756591796875
i1,2023-04-28T15:00:31.629982,-2769.756591796875
i1,2023-04-28T15:00:31.735609,-2953.4443359375
i1,2023-04-28T15:00:31.834412,-2953.4443359375
i1,2023-04-28T15:00:31.939770,-2641.420166015625
i1,2023-04-28T15:00:32.041076,-2641.420166015625
i1,2023-04-28T15:00:32.141318,-1819.9344482421875
i1,2023-04-28T15:00:32.241970,-1819.9344482421875
i1,2023-04-28T15:00:32.343345,-614.8575439453125
i1,2023-04-28T15:00:32.446699,-614.8575439453125
i1,2023-04-28T15:00:32.547997,751.5848999023438
i1,2023-04-28T15:00:32.652046,751.5848999023438
i1,2023-04-28T15:00:32.752452,1911.6103515625
i1,2023-04-28T15:00:32.856615,1911.6103515625
i1,2023-04-28T15:00:32.955972,3065.83154296875
i1,2023-04-28T15:00:33.057023,3065.83154296875
i1,2023-04-28T15:00:33.159483,4273.0087890625
i1,2023-04-28T15:00:33.263846,4273.0087890625
i1,2023-04-28T15:00:33.363785,4273.0087890625
i1,2023-04-28T15:00:33.466639,4539.966796875
i1,2023-04-28T15:00:33.572771,4851.701171875
i1,2023-04-28T15:00:33.672822,4851.701171875
i1,2023-04-28T15:00:33.778384,4816.47314453125
i1,2023-04-28T15:00:33.877423,4816.47314453125
i1,2023-04-28T15:00:33.982297,4448.8994140625
i1,2023-04-28T15:00:34.079115,4448.8994140625
i1,2023-04-28T15:00:34.182464,3700.537109375
i1,2023-04-28T15:00:34.285883,3700.537109375
i1,2023-04-28T15:00:34.423529,2767.34375
i1,2023-04-28T15:00:34.488695,2767.34375
i1,2023-04-28T15:00:34.591885,2196.0146484375
i1,2023-04-28T15:00:34.695460,1611.643310546875
i1,2023-04-28T15:00:34.797652,1611.643310546875
i1,2023-04-28T15:00:34.899333,1611.643310546875
i1,2023-04-28T15:00:35.000091,1126.347412109375
i1,2023-04-28T15:00:35.101088,1318.8363037109375
i1,2023-04-28T15:00:35.204427,1318.8363037109375
i1,2023-04-28T15:00:35.309017,1322.6119384765625
i1,2023-04-28T15:00:35.440227,1322.6119384765625
i1,2023-04-28T15:00:35.509679,1326.90966796875
i1,2023-04-28T15:00:35.608879,1326.90966796875
i1,2023-04-28T15:00:35.712963,1325.456298828125
i1,2023-04-28T15:00:35.813592,1325.456298828125
i1,2023-04-28T15:00:35.918730,1328.3634033203125
i1,2023-04-28T15:00:36.016869,1328.3634033203125
i1,2023-04-28T15:00:36.120286,1326.4873046875
i1,2023-04-28T15:00:36.222448,1326.4873046875
i1,2023-04-28T15:00:36.321911,1327.7230224609375
i1,2023-04-28T15:00:36.428943,1327.7230224609375
i1,2023-04-28T15:00:36.526647,1335.46142578125
i1,2023-04-28T15:00:36.627885,1335.46142578125
i1,2023-04-28T15:00:36.731103,1332.8350830078125
i1,2023-04-28T15:00:36.833250,1332.8350830078125
i1,2023-04-28T15:00:36.934836,1334.0164794921875
i1,2023-04-28T15:00:37.039098,1334.0164794921875
i1,2023-04-28T15:00:37.144164,1332.8355712890625
i1,2023-04-28T15:00:37.244647,1332.8355712890625
i1,2023-04-28T15:00:37.347312,1332.8355712890625
i1,2023-04-28T15:00:37.448526,1329.392578125
i1,2023-04-28T15:00:37.552709,1329.2796630859375
i1,2023-04-28T15:00:37.648893,1329.2796630859375
i1,2023-04-28T15:00:37.755956,1328.3331298828125
i1,2023-04-28T15:00:37.852370,1328.3331298828125
i1,2023-04-28T15:00:37.954695,1326.3446044921875
i1,2023-04-28T15:00:38.056943,1326.3446044921875
i1,2023-04-28T15:00:38.160224,1328.3343505859375
i1,2023-04-28T15:00:38.268572,1328.3343505859375
i1,2023-04-28T15:00:38.363232,1325.610595703125
i1,2023-04-28T15:00:38.465809,1325.610595703125
i1,2023-04-28T15:00:38.566936,1326.882568359375
i1,2023-04-28T15:00:38.668821,1326.882568359375
i1,2023-04-28T15:00:38.771284,1326.34423828125
i1,2023-04-28T15:00:38.876491,1326.34423828125
i1,2023-04-28T15:00:38.979801,1328.3328857421875
i1,2023-04-28T15:00:39.080394,1328.3328857421875
i1,2023-04-28T15:00:39.180408,1329.4530029296875
i1,2023-04-28T15:00:39.281825,1329.4530029296875
i1,2023-04-28T15:00:39.388673,1332.6851806640625
i1,2023-04-28T15:00:39.491740,1332.6851806640625
i1,2023-04-28T15:00:39.590685,944.3050537109375
i1,2023-04-28T15:00:39.689830,944.3050537109375
i1,2023-04-28T15:00:39.794103,803.4425048828125
i1,2023-04-28T15:00:39.894329,803.4425048828125
i1,2023-04-28T15:00:39.996570,301.6219787597656
i1,2023-04-28T15:00:40.095926,301.6219787597656
i1,2023-04-28T15:00:40.199494,-256.2650146484375
i1,2023-04-28T15:00:40.300775,-256.2650146484375
i1,2023-04-28T15:00:40.403046,-947.227783203125
i1,2023-04-28T15:00:40.508253,-947.227783203125
i1,2023-04-28T15:00:40.603058,-1661.02685546875
i1,2023-04-28T15:00:40.704461,-1661.02685546875
i1,2023-04-28T15:00:40.810184,-1832.377197265625
i1,2023-04-28T15:00:40.915422,-1832.377197265625
i1,2023-04-28T15:00:41.014653,-1911.9822998046875
i1,2023-04-28T15:00:41.119305,-1978.439697265625
i1,2023-04-28T15:00:41.224477,-1978.439697265625
i1,2023-04-28T15:00:41.321667,-1978.439697265625
i1,2023-04-28T15:00:41.444629,-1521.6287841796875
i1,2023-04-28T15:00:41.530433,-1608.1666259765625
i1,2023-04-28T15:00:41.628665,-1608.1666259765625
i1,2023-04-28T15:00:41.730770,-1121.0433349609375
i1,2023-04-28T15:00:41.837653,-1121.0433349609375
i1,2023-04-28T15:00:41.936478,-109.548828125
i1,2023-04-28T15:00:42.038856,-109.548828125
i1,2023-04-28T15:00:42.140024,1372.9984130859375
i1,2023-04-28T15:00:42.242321,1372.9984130859375
i1,2023-04-28T15:00:42.340609,2877.4658203125
i1,2023-04-28T15:00:42.443355,2877.4658203125
i1,2023-04-28T15:00:42.555745,3682.2646484375
i1,2023-04-28T15:00:42.646755,3682.2646484375
i1,2023-04-28T15:00:42.748920,4314.7421875
i1,2023-04-28T15:00:42.853302,4314.7421875
i1,2023-04-28T15:00:42.958439,4612.7607421875
i1,2023-04-28T15:00:43.054799,4612.7607421875
i1,2023-04-28T15:00:43.161504,5146.36962890625
i1,2023-04-28T15:00:43.263452,5146.36962890625
i1,2023-04-28T15:00:43.364087,5146.36962890625
i1,2023-04-28T15:00:43.464421,4913.7548828125
i1,2023-04-28T15:00:43.565396,5187.83251953125
i1,2023-04-28T15:00:43.665759,5187.83251953125
i1,2023-04-28T15:00:43.772774,4901.998046875
i1,2023-04-28T15:00:43.869129,4901.998046875
i1,2023-04-28T15:00:43.972747,4196.30517578125
i1,2023-04-28T15:00:44.073717,4196.30517578125
i1,2023-04-28T15:00:44.179365,3434.376953125
i1,2023-04-28T15:00:44.281253,3434.376953125
i1,2023-04-28T15:00:44.379054,2781.877685546875
i1,2023-04-28T15:00:44.482279,2781.877685546875
i1,2023-04-28T15:00:44.583823,2267.0927734375
i1,2023-04-28T15:00:44.686665,2267.0927734375
i1,2023-04-28T15:00:44.789870,2027.3206787109375
i1,2023-04-28T15:00:44.903315,2027.3206787109375
i1,2023-04-28T15:00:44.992514,1924.6683349609375
i1,2023-04-28T15:00:45.093808,1924.6683349609375
i1,2023-04-28T15:00:45.196162,1765.646728515625
i1,2023-04-28T15:00:45.299410,1765.646728515625
i1,2023-04-28T15:00:45.401270,1630.12939453125
i1,2023-04-28T15:00:45.502358,1630.12939453125
i1,2023-04-28T15:00:45.607519,1081.6064453125
i1,2023-04-28T15:00:45.706664,1081.6064453125
i1,2023-04-28T15:00:45.810887,812.8275146484375
i1,2023-04-28T15:00:45.904895,812.8275146484375
i1,2023-04-28T15:00:46.017683,1068.461181640625
i1,2023-04-28T15:00:46.112700,1068.461181640625
i1,2023-04-28T15:00:46.216211,1551.3031005859375
i1,2023-04-28T15:00:46.316480,1551.3031005859375
i1,2023-04-28T15:00:46.418396,1649.0679931640625
i1,2023-04-28T15:00:46.521333,1649.0679931640625
i1,2023-04-28T15:00:46.623601,1749.8382568359375
i1,2023-04-28T15:00:46.724780,1749.8382568359375
i1,2023-04-28T15:00:46.835034,1802.8865966796875
i1,2023-04-28T15:00:46.935913,1789.0789794921875
i1,2023-04-28T15:00:47.031884,1789.0789794921875
i1,2023-04-28T15:00:47.134983,1789.0789794921875
i1,2023-04-28T15:00:47.239284,1842.8521728515625
i1,2023-04-28T15:00:47.341466,2248.66357421875
i1,2023-04-28T15:00:47.470082,2248.66357421875
i1,2023-04-28T15:00:47.542447,2463.05615234375
i1,2023-04-28T15:00:47.643507,2463.05615234375
i1,2023-04-28T15:00:47.749853,2031.0638427734375
i1,2023-04-28T15:00:47.851070,2031.0638427734375
i1,2023-04-28T15:00:47.954455,1144.03515625
i1,2023-04-28T15:00:48.050751,1144.03515625
i1,2023-04-28T15:00:48.154097,1180.1251220703125
i1,2023-04-28T15:00:48.258084,1180.1251220703125
i1,2023-04-28T15:00:48.357623,1524.182861328125
i1,2023-04-28T15:00:48.463231,1524.182861328125
i1,2023-04-28T15:00:48.560329,1527.8360595703125
i1,2023-04-28T15:00:48.669643,1527.8360595703125
i1,2023-04-28T15:00:48.773022,1518.0992431640625
i1,2023-04-28T15:00:48.867096,1518.0992431640625
i1,2023-04-28T15:00:48.970429,1508.847900390625
i1,2023-04-28T15:00:49.073659,1508.847900390625
i1,2023-04-28T15:00:49.180962,1515.212158203125
i1,2023-04-28T15:00:49.277235,1515.212158203125
i1,2023-04-28T15:00:49.377507,1517.68310546875
i1,2023-04-28T15:00:49.480262,1517.68310546875
i1,2023-04-28T15:00:49.586549,1664.228271484375
i1,2023-04-28T15:00:49.684647,1664.228271484375
i1,2023-04-28T15:00:49.790705,2046.5494384765625
i1,2023-04-28T15:00:49.893032,2046.5494384765625
i1,2023-04-28T15:00:49.992333,1901.4564208984375
i1,2023-04-28T15:00:50.090263,1901.4564208984375
i1,2023-04-28T15:00:50.195038,1435.705810546875
i1,2023-04-28T15:00:50.301194,1435.705810546875
i1,2023-04-28T15:00:50.403099,1435.705810546875
i1,2023-04-28T15:00:50.506350,1360.249755859375
i1,2023-04-28T15:00:50.606705,1363.0489501953125
i1,2023-04-28T15:00:50.703198,1363.0489501953125
i1,2023-04-28T15:00:50.800392,1373.31494140625
i1,2023-04-28T15:00:50.904686,1373.31494140625
i1,2023-04-28T15:00:51.006945,1359.376953125
i1,2023-04-28T15:00:51.107744,1359.376953125
i1,2023-04-28T15:00:51.208544,1251.4354248046875
i1,2023-04-28T15:00:51.312204,1251.4354248046875
i1,2023-04-28T15:00:51.416032,901.3568725585938
i1,2023-04-28T15:00:51.520970,901.3568725585938
i1,2023-04-28T15:00:51.619454,425.7773132324219
i1,2023-04-28T15:00:51.721680,425.7773132324219
i1,2023-04-28T15:00:51.822791,23.36962127685547
i1,2023-04-28T15:00:51.923944,23.36962127685547
i1,2023-04-28T15:00:52.029868,130.72705078125
i1,2023-04-28T15:00:52.132625,130.72705078125
i1,2023-04-28T15:00:52.232163,223.4080352783203
i1,2023-04-28T15:00:52.334412,223.4080352783203
i1,2023-04-28T15:00:52.437297,223.4080352783203
i1,2023-04-28T15:00:52.541945,673.0971069335938
i1,2023-04-28T15:00:52.640653,720.1351928710938
i1,2023-04-28T15:00:52.743548,720.1351928710938
i1,2023-04-28T15:00:52.845862,783.3562622070312
i1,2023-04-28T15:00:52.951762,783.3562622070312
i1,2023-04-28T15:00:53.050461,909.7985229492188
i1,2023-04-28T15:00:53.155354,1201.9219970703125
i1,2023-04-28T15:00:53.252331,1201.9219970703125
i1,2023-04-28T15:00:53.354493,1201.9219970703125
i1,2023-04-28T15:00:53.483141,1089.568359375
i1,2023-04-28T15:00:53.563666,1637.9288330078125
i1,2023-04-28T15:00:53.659234,1637.9288330078125
i1,2023-04-28T15:00:53.761490,2020.1595458984375
i1,2023-04-28T15:00:53.867038,2020.1595458984375
i1,2023-04-28T15:00:53.971222,2292.666748046875
i1,2023-04-28T15:00:54.071501,2292.666748046875
i1,2023-04-28T15:00:54.170949,2237.864501953125
i1,2023-04-28T15:00:54.277054,2237.864501953125
i1,2023-04-28T15:00:54.375458,2091.64453125
i1,2023-04-28T15:00:54.478169,2091.64453125
i1,2023-04-28T15:00:54.583492,1646.1480712890625
i1,2023-04-28T15:00:54.682285,1646.1480712890625
i1,2023-04-28T15:00:54.784822,1830.18798828125
i1,2023-04-28T15:00:54.887902,1830.18798828125
i1,2023-04-28T15:00:54.989588,2117.205810546875
i1,2023-04-28T15:00:55.089536,2117.205810546875
i1,2023-04-28T15:00:55.191617,2805.337158203125
i1,2023-04-28T15:00:55.294149,2805.337158203125
i1,2023-04-28T15:00:55.396737,2805.337158203125
i1,2023-04-28T15:00:55.499065,2446.93359375
i1,2023-04-28T15:00:55.600374,2019.70751953125
i1,2023-04-28T15:00:55.704310,2019.70751953125
i1,2023-04-28T15:00:55.802477,1283.3538818359375
i1,2023-04-28T15:00:55.906988,1283.3538818359375
i1,2023-04-28T15:00:56.010226,673.9609375
i1,2023-04-28T15:00:56.109682,673.9609375
i1,2023-04-28T15:00:56.211934,174.83767700195312
i1,2023-04-28T15:00:56.319484,174.83767700195312
i1,2023-04-28T15:00:56.417683,57.311405181884766
i1,2023-04-28T15:00:56.518173,57.311405181884766
i1,2023-04-28T15:00:56.619181,-726.921875
i1,2023-04-28T15:00:56.724554,-726.921875
i1,2023-04-28T15:00:56.826615,-1553.2310791015625
i1,2023-04-28T15:00:56.927398,-1553.2310791015625
i1,2023-04-28T15:00:57.028063,-2322.953125
i1,2023-04-28T15:00:57.129494,-2322.953125
i1,2023-04-28T15:00:57.231915,-3201.409423828125
i1,2023-04-28T15:00:57.336238,-3201.409423828125
i1,2023-04-28T15:00:57.440210,-3201.409423828125
i1,2023-04-28T15:00:57.538025,-2817.6083984375
i1,2023-04-28T15:00:57.645304,-2838.76513671875
i1,2023-04-28T15:00:57.747433,-2838.76513671875
i1,2023-04-28T15:00:57.846657,-2521.8056640625
i1,2023-04-28T15:00:57.947979,-2521.8056640625
i1,2023-04-28T15:00:58.062327,-2028.8353271484375
i1,2023-04-28T15:00:58.152473,-2028.8353271484375
i1,2023-04-28T15:00:58.253825,-1212.3350830078125
i1,2023-04-28T15:00:58.357360,-1212.3350830078125
i1,2023-04-28T15:00:58.458901,155.5577850341797
i1,2023-04-28T15:00:58.560233,155.5577850341797
i1,2023-04-28T15:00:58.666199,1528.9263916015625
i1,2023-04-28T15:00:58.767290,1528.9263916015625
i1,2023-04-28T15:00:58.873677,2712.683837890625
i1,2023-04-28T15:00:58.977233,3254.05810546875
i1,2023-04-28T15:00:59.071199,3254.05810546875
i1,2023-04-28T15:00:59.173664,3254.05810546875
i1,2023-04-28T15:00:59.274875,3549.714599609375
i1,2023-04-28T15:00:59.379423,3418.63916015625
i1,2023-04-28T15:00:59.508943,3418.63916015625
i1,2023-04-28T15:00:59.580023,3452.438720703125
i1,2023-04-28T15:00:59.682446,3452.438720703125
i1,2023-04-28T15:00:59.788603,3399.3935546875
i1,2023-04-28T15:00:59.886698,3399.3935546875
i1,2023-04-28T15:00:59.993049,3051.313232421875
i1,2023-04-28T15:01:00.088403,3051.313232421875
i1,2023-04-28T15:01:00.194435,2227.26220703125
i1,2023-04-28T15:01:00.292916,2227.26220703125
i1,2023-04-28T15:01:00.398417,1408.7921142578125
i1,2023-04-28T15:01:00.503004,1408.7921142578125
i1,2023-04-28T15:01:00.600176,960.3739013671875
i1,2023-04-28T15:01:00.703111,960.3739013671875
i1,2023-04-28T15:01:00.806565,961.1039428710938
i1,2023-04-28T15:01:00.901290,961.1039428710938
i1,2023-04-28T15:01:01.001872,961.1043701171875
i1,2023-04-28T15:01:01.105164,961.1043701171875
i1,2023-04-28T15:01:01.220848,955.990478515625
i1,2023-04-28T15:01:01.311961,955.990478515625
i1,2023-04-28T15:01:01.415467,956.1677856445312
i1,2023-04-28T15:01:01.517041,956.1677856445312
i1,2023-04-28T15:01:01.621479,954.2047729492188
i1,2023-04-28T15:01:01.723303,954.2047729492188
i1,2023-04-28T15:01:01.827338,956.1680297851562
i1,2023-04-28T15:01:01.927042,956.1680297851562
i1,2023-04-28T15:01:02.027036,958.3446044921875
i1,2023-04-28T15:01:02.127386,958.3446044921875
i1,2023-04-28T15:01:02.230594,954.7180786132812
i1,2023-04-28T15:01:02.339037,954.7180786132812
i1,2023-04-28T15:01:02.431777,954.7180786132812
i1,2023-04-28T15:01:02.533752,804.219482421875
i1,2023-04-28T15:01:02.636030,708.0585327148438
i1,2023-04-28T15:01:02.737161,708.0585327148438
i1,2023-04-28T15:01:02.842410,1101.263671875
i1,2023-04-28T15:01:02.945770,1101.263671875
i1,2023-04-28T15:01:03.047005,1404.509033203125
i1,2023-04-28T15:01:03.146635,1404.509033203125
i1,2023-04-28T15:01:03.246628,1389.9996337890625
i1,2023-04-28T15:01:03.352051,1389.9996337890625
i1,2023-04-28T15:01:03.464894,1380.569091796875
i1,2023-04-28T15:01:03.554138,1380.569091796875
i1,2023-04-28T15:01:03.659072,1989.3995361328125
i1,2023-04-28T15:01:03.762286,1989.3995361328125
i1,2023-04-28T15:01:03.860453,1974.0645751953125
i1,2023-04-28T15:01:03.964089,1974.0645751953125
i1,2023-04-28T15:01:04.066160,1964.5687255859375
i1,2023-04-28T15:01:04.169740,1964.5687255859375
i1,2023-04-28T15:01:04.272785,2871.732421875
i1,2023-04-28T15:01:04.370158,2871.732421875
i1,2023-04-28T15:01:04.471804,2769.3828125
i1,2023-04-28T15:01:04.577199,2759.355712890625
i1,2023-04-28T15:01:04.680242,2759.355712890625
i1,2023-04-28T15:01:04.780348,2759.355712890625
i1,2023-04-28T15:01:04.879740,2698.87841796875
