id,timestamp,MaxxTurn45_Power_Active_A
i1,2023-04-28 17:00:22.358,1933.3533935546875
i1,2023-04-28 17:00:22.456,1933.3533935546875
i1,2023-04-28 17:00:22.557,1675.485107421875
i1,2023-04-28 17:00:22.660,1675.485107421875
i1,2023-04-28 17:00:22.765,1657.0970458984375
i1,2023-04-28 17:00:22.865,1657.0970458984375
i1,2023-04-28 17:00:22.966,1707.326171875
i1,2023-04-28 17:00:23.067,1707.326171875
i1,2023-04-28 17:00:23.171,1707.326171875
i1,2023-04-28 17:00:23.274,1758.7919921875
i1,2023-04-28 17:00:23.376,1643.1942138671875
i1,2023-04-28 17:00:23.477,1643.1942138671875
i1,2023-04-28 17:00:23.583,1353.482177734375
i1,2023-04-28 17:00:23.683,1353.482177734375
i1,2023-04-28 17:00:23.787,916.672607421875
i1,2023-04-28 17:00:23.889,916.672607421875
i1,2023-04-28 17:00:23.988,636.8273315429688
i1,2023-04-28 17:00:24.092,636.8273315429688
i1,2023-04-28 17:00:24.195,636.8273315429688
i1,2023-04-28 17:00:24.293,1328.918212890625
i1,2023-04-28 17:00:24.393,1500.8978271484375
i1,2023-04-28 17:00:24.495,1500.8978271484375
i1,2023-04-28 17:00:24.594,1900.233154296875
i1,2023-04-28 17:00:24.698,1900.233154296875
i1,2023-04-28 17:00:24.803,2179.681396484375
i1,2023-04-28 17:00:24.905,2179.681396484375
i1,2023-04-28 17:00:25.010,2540.87158203125
i1,2023-04-28 17:00:25.110,2653.628662109375
i1,2023-04-28 17:00:25.221,2653.628662109375
i1,2023-04-28 17:00:25.311,2653.628662109375
i1,2023-04-28 17:00:25.413,2902.6025390625
i1,2023-04-28 17:00:25.517,3322.698486328125
i1,2023-04-28 17:00:25.617,3322.698486328125
i1,2023-04-28 17:00:25.728,3546.427734375
i1,2023-04-28 17:00:25.822,3546.427734375
i1,2023-04-28 17:00:25.934,2953.89794921875
i1,2023-04-28 17:00:26.028,2953.89794921875
i1,2023-04-28 17:00:26.131,2533.22509765625
i1,2023-04-28 17:00:26.238,2533.22509765625
i1,2023-04-28 17:00:26.337,2130.720703125
i1,2023-04-28 17:00:26.438,2130.720703125
i1,2023-04-28 17:00:26.537,1970.4365234375
i1,2023-04-28 17:00:26.641,1970.4365234375
i1,2023-04-28 17:00:26.741,1357.502685546875
i1,2023-04-28 17:00:26.842,1357.502685546875
i1,2023-04-28 17:00:26.943,962.1615600585938
i1,2023-04-28 17:00:27.052,962.1615600585938
i1,2023-04-28 17:00:27.147,962.1615600585938
i1,2023-04-28 17:00:27.252,1303.85546875
i1,2023-04-28 17:00:27.356,1440.7635498046875
i1,2023-04-28 17:00:27.456,1440.7635498046875
i1,2023-04-28 17:00:27.556,1426.529296875
i1,2023-04-28 17:00:27.658,1426.529296875
i1,2023-04-28 17:00:27.760,1069.1085205078125
i1,2023-04-28 17:00:27.862,1069.1085205078125
i1,2023-04-28 17:00:27.966,900.9894409179688
i1,2023-04-28 17:00:28.067,900.9894409179688
i1,2023-04-28 17:00:28.165,900.9894409179688
i1,2023-04-28 17:00:28.273,927.6151123046875
i1,2023-04-28 17:00:28.374,855.681396484375
i1,2023-04-28 17:00:28.476,855.681396484375
i1,2023-04-28 17:00:28.574,1364.44287109375
i1,2023-04-28 17:00:28.673,1364.44287109375
i1,2023-04-28 17:00:28.781,1696.1158447265625
i1,2023-04-28 17:00:28.886,1696.1158447265625
i1,2023-04-28 17:00:28.991,1632.9820556640625
i1,2023-04-28 17:00:29.091,1632.9820556640625
i1,2023-04-28 17:00:29.192,1668.5657958984375
i1,2023-04-28 17:00:29.294,1668.5657958984375
i1,2023-04-28 17:00:29.392,1667.8592529296875
i1,2023-04-28 17:00:29.497,1667.8592529296875
i1,2023-04-28 17:00:29.596,2017.666259765625
i1,2023-04-28 17:00:29.698,2017.666259765625
i1,2023-04-28 17:00:29.800,2351.327880859375
i1,2023-04-28 17:00:29.902,2351.327880859375
i1,2023-04-28 17:00:30.007,2418.58837890625
i1,2023-04-28 17:00:30.110,2418.58837890625
i1,2023-04-28 17:00:30.206,1984.9698486328125
i1,2023-04-28 17:00:30.309,1984.9698486328125
i1,2023-04-28 17:00:30.414,1335.1773681640625
i1,2023-04-28 17:00:30.507,1335.1773681640625
i1,2023-04-28 17:00:30.614,983.9217529296875
i1,2023-04-28 17:00:30.716,983.9217529296875
i1,2023-04-28 17:00:30.813,336.687744140625
i1,2023-04-28 17:00:30.914,336.687744140625
i1,2023-04-28 17:00:31.017,-228.51475524902344
i1,2023-04-28 17:00:31.123,-228.51475524902344
i1,2023-04-28 17:00:31.235,-228.51475524902344
i1,2023-04-28 17:00:31.338,-1242.557373046875
i1,2023-04-28 17:00:31.429,-1242.557373046875
i1,2023-04-28 17:00:31.531,-1242.557373046875
i1,2023-04-28 17:00:31.633,-1602.8548583984375
i1,2023-04-28 17:00:31.738,-1607.216796875
i1,2023-04-28 17:00:31.837,-1607.216796875
i1,2023-04-28 17:00:31.946,-1287.2099609375
i1,2023-04-28 17:00:32.042,-1287.2099609375
i1,2023-04-28 17:00:32.145,-616.976318359375
i1,2023-04-28 17:00:32.246,-616.976318359375
i1,2023-04-28 17:00:32.348,361.314697265625
i1,2023-04-28 17:00:32.454,361.314697265625
i1,2023-04-28 17:00:32.554,1377.2034912109375
i1,2023-04-28 17:00:32.656,1377.2034912109375
i1,2023-04-28 17:00:32.753,2196.09521484375
i1,2023-04-28 17:00:32.856,2196.09521484375
i1,2023-04-28 17:00:32.958,3490.115478515625
i1,2023-04-28 17:00:33.061,3490.115478515625
i1,2023-04-28 17:00:33.162,3852.678955078125
i1,2023-04-28 17:00:33.278,3852.678955078125
i1,2023-04-28 17:00:33.368,4195.7568359375
i1,2023-04-28 17:00:33.471,4195.7568359375
i1,2023-04-28 17:00:33.575,4143.646484375
i1,2023-04-28 17:00:33.673,4143.646484375
i1,2023-04-28 17:00:33.778,4119.5888671875
i1,2023-04-28 17:00:33.878,4119.5888671875
i1,2023-04-28 17:00:33.980,3768.97998046875
i1,2023-04-28 17:00:34.078,3768.97998046875
i1,2023-04-28 17:00:34.185,3191.554443359375
i1,2023-04-28 17:00:34.286,3191.554443359375
i1,2023-04-28 17:00:34.393,2589.5849609375
i1,2023-04-28 17:00:34.490,2589.5849609375
i1,2023-04-28 17:00:34.591,2141.447509765625
i1,2023-04-28 17:00:34.692,2141.447509765625
i1,2023-04-28 17:00:34.795,1721.5487060546875
i1,2023-04-28 17:00:34.897,1721.5487060546875
i1,2023-04-28 17:00:34.999,1518.0740966796875
i1,2023-04-28 17:00:35.102,1518.0740966796875
i1,2023-04-28 17:00:35.205,1603.6634521484375
i1,2023-04-28 17:00:35.305,1603.6634521484375
i1,2023-04-28 17:00:35.405,1606.4210205078125
i1,2023-04-28 17:00:35.510,1606.4210205078125
i1,2023-04-28 17:00:35.608,1608.6640625
i1,2023-04-28 17:00:35.708,1608.6640625
i1,2023-04-28 17:00:35.812,1608.6636962890625
i1,2023-04-28 17:00:35.914,1608.6636962890625
i1,2023-04-28 17:00:36.016,1611.3555908203125
i1,2023-04-28 17:00:36.120,1611.3555908203125
i1,2023-04-28 17:00:36.218,1611.3555908203125
i1,2023-04-28 17:00:36.319,1613.8157958984375
i1,2023-04-28 17:00:36.425,1615.8343505859375
i1,2023-04-28 17:00:36.525,1615.8343505859375
i1,2023-04-28 17:00:36.627,1620.7490234375
i1,2023-04-28 17:00:36.730,1620.7490234375
i1,2023-04-28 17:00:36.834,1623.044189453125
i1,2023-04-28 17:00:36.939,1623.044189453125
i1,2023-04-28 17:00:37.041,1624.3128662109375
i1,2023-04-28 17:00:37.146,1624.3128662109375
i1,2023-04-28 17:00:37.244,1627.6024169921875
i1,2023-04-28 17:00:37.346,1627.6024169921875
i1,2023-04-28 17:00:37.449,1645.837890625
i1,2023-04-28 17:00:37.555,1715.02880859375
i1,2023-04-28 17:00:37.650,1715.02880859375
i1,2023-04-28 17:00:37.762,1796.7216796875
i1,2023-04-28 17:00:37.864,1796.7216796875
i1,2023-04-28 17:00:37.958,1893.9344482421875
i1,2023-04-28 17:00:38.058,1893.9344482421875
i1,2023-04-28 17:00:38.166,1952.9814453125
i1,2023-04-28 17:00:38.274,1952.9814453125
i1,2023-04-28 17:00:38.364,1955.5745849609375
i1,2023-04-28 17:00:38.470,1955.5745849609375
i1,2023-04-28 17:00:38.571,1947.161376953125
i1,2023-04-28 17:00:38.674,1947.161376953125
i1,2023-04-28 17:00:38.776,1948.7801513671875
i1,2023-04-28 17:00:38.877,1948.7801513671875
i1,2023-04-28 17:00:38.977,1939.9969482421875
i1,2023-04-28 17:00:39.080,1939.9969482421875
i1,2023-04-28 17:00:39.182,1939.9969482421875
i1,2023-04-28 17:00:39.291,1901.45751953125
i1,2023-04-28 17:00:39.394,1826.1295166015625
i1,2023-04-28 17:00:39.490,1826.1295166015625
i1,2023-04-28 17:00:39.593,1429.2352294921875
i1,2023-04-28 17:00:39.690,1429.2352294921875
i1,2023-04-28 17:00:39.795,1211.3306884765625
i1,2023-04-28 17:00:39.896,1211.3306884765625
i1,2023-04-28 17:00:40.000,763.9721069335938
i1,2023-04-28 17:00:40.101,763.9721069335938
i1,2023-04-28 17:00:40.200,763.9721069335938
i1,2023-04-28 17:00:40.306,104.32112884521484
i1,2023-04-28 17:00:40.410,-277.603515625
i1,2023-04-28 17:00:40.509,-277.603515625
i1,2023-04-28 17:00:40.603,-705.8926391601562
i1,2023-04-28 17:00:40.706,-705.8926391601562
i1,2023-04-28 17:00:40.813,-789.7564086914062
i1,2023-04-28 17:00:40.916,-789.7564086914062
i1,2023-04-28 17:00:41.018,-1054.369384765625
i1,2023-04-28 17:00:41.115,-1054.369384765625
i1,2023-04-28 17:00:41.219,-923.0747680664062
i1,2023-04-28 17:00:41.321,-923.0747680664062
i1,2023-04-28 17:00:41.424,-639.0697631835938
i1,2023-04-28 17:00:41.524,-639.0697631835938
i1,2023-04-28 17:00:41.630,-549.3755493164062
i1,2023-04-28 17:00:41.732,-549.3755493164062
i1,2023-04-28 17:00:41.833,-144.85568237304688
i1,2023-04-28 17:00:41.936,-144.85568237304688
i1,2023-04-28 17:00:42.037,1010.260498046875
i1,2023-04-28 17:00:42.141,1010.260498046875
i1,2023-04-28 17:00:42.238,1868.23681640625
i1,2023-04-28 17:00:42.341,1868.23681640625
i1,2023-04-28 17:00:42.445,2890.8857421875
i1,2023-04-28 17:00:42.544,2890.8857421875
i1,2023-04-28 17:00:42.648,3405.645263671875
i1,2023-04-28 17:00:42.748,3405.645263671875
i1,2023-04-28 17:00:42.854,3863.42626953125
i1,2023-04-28 17:00:42.957,3863.42626953125
i1,2023-04-28 17:00:43.056,4071.360595703125
i1,2023-04-28 17:00:43.158,4071.360595703125
i1,2023-04-28 17:00:43.274,4071.360595703125
i1,2023-04-28 17:00:43.371,4365.49609375
i1,2023-04-28 17:00:43.466,4365.49609375
i1,2023-04-28 17:00:43.566,4365.49609375
i1,2023-04-28 17:00:43.668,4392.1865234375
i1,2023-04-28 17:00:43.774,4093.699462890625
i1,2023-04-28 17:00:43.871,4093.699462890625
i1,2023-04-28 17:00:43.976,3558.975830078125
i1,2023-04-28 17:00:44.074,3558.975830078125
i1,2023-04-28 17:00:44.184,2985.68017578125
i1,2023-04-28 17:00:44.285,2985.68017578125
i1,2023-04-28 17:00:44.394,2573.531982421875
i1,2023-04-28 17:00:44.487,2573.531982421875
i1,2023-04-28 17:00:44.589,2180.259033203125
i1,2023-04-28 17:00:44.688,2180.259033203125
i1,2023-04-28 17:00:44.791,2090.434814453125
i1,2023-04-28 17:00:44.892,2090.434814453125
i1,2023-04-28 17:00:44.994,1983.941650390625
i1,2023-04-28 17:00:45.099,1983.941650390625
i1,2023-04-28 17:00:45.197,1932.3856201171875
i1,2023-04-28 17:00:45.317,1932.3856201171875
i1,2023-04-28 17:00:45.406,1730.3165283203125
i1,2023-04-28 17:00:45.515,1730.3165283203125
i1,2023-04-28 17:00:45.609,1320.479248046875
i1,2023-04-28 17:00:45.713,1320.479248046875
i1,2023-04-28 17:00:45.814,1211.0877685546875
i1,2023-04-28 17:00:45.908,1211.0877685546875
i1,2023-04-28 17:00:46.013,1512.0498046875
i1,2023-04-28 17:00:46.119,1512.0498046875
i1,2023-04-28 17:00:46.218,1774.9427490234375
i1,2023-04-28 17:00:46.322,1774.9427490234375
i1,2023-04-28 17:00:46.424,1850.843994140625
i1,2023-04-28 17:00:46.529,1850.843994140625
i1,2023-04-28 17:00:46.633,1925.737548828125
i1,2023-04-28 17:00:46.735,1925.737548828125
i1,2023-04-28 17:00:46.829,1942.329345703125
i1,2023-04-28 17:00:46.935,1942.329345703125
i1,2023-04-28 17:00:47.036,1929.7733154296875
i1,2023-04-28 17:00:47.139,1929.7733154296875
i1,2023-04-28 17:00:47.242,2036.359130859375
i1,2023-04-28 17:00:47.339,2036.359130859375
i1,2023-04-28 17:00:47.441,2359.081787109375
i1,2023-04-28 17:00:47.545,2359.081787109375
i1,2023-04-28 17:00:47.645,2421.2998046875
i1,2023-04-28 17:00:47.748,2421.2998046875
i1,2023-04-28 17:00:47.849,1964.3128662109375
i1,2023-04-28 17:00:47.954,1964.3128662109375
i1,2023-04-28 17:00:48.051,1425.7999267578125
i1,2023-04-28 17:00:48.162,1425.7999267578125
i1,2023-04-28 17:00:48.256,1537.9058837890625
i1,2023-04-28 17:00:48.357,1537.9058837890625
i1,2023-04-28 17:00:48.459,1742.8702392578125
i1,2023-04-28 17:00:48.560,1742.8702392578125
i1,2023-04-28 17:00:48.669,1744.9808349609375
i1,2023-04-28 17:00:48.770,1744.9808349609375
i1,2023-04-28 17:00:48.872,1741.5184326171875
i1,2023-04-28 17:00:48.972,1741.5184326171875
i1,2023-04-28 17:00:49.072,1736.5194091796875
i1,2023-04-28 17:00:49.175,1736.5194091796875
i1,2023-04-28 17:00:49.278,1739.349609375
i1,2023-04-28 17:00:49.391,1739.349609375
i1,2023-04-28 17:00:49.484,1742.4822998046875
i1,2023-04-28 17:00:49.591,1897.310791015625
i1,2023-04-28 17:00:49.684,1897.310791015625
i1,2023-04-28 17:00:49.789,1897.310791015625
i1,2023-04-28 17:00:49.892,2154.908203125
i1,2023-04-28 17:00:49.996,1957.4617919921875
i1,2023-04-28 17:00:50.091,1957.4617919921875
i1,2023-04-28 17:00:50.195,1957.4617919921875
i1,2023-04-28 17:00:50.307,1660.770751953125
i1,2023-04-28 17:00:50.401,1634.40283203125
i1,2023-04-28 17:00:50.515,1634.40283203125
i1,2023-04-28 17:00:50.607,1636.4407958984375
i1,2023-04-28 17:00:50.703,1636.4407958984375
i1,2023-04-28 17:00:50.800,1641.1981201171875
i1,2023-04-28 17:00:50.901,1641.1981201171875
i1,2023-04-28 17:00:51.006,1621.66552734375
i1,2023-04-28 17:00:51.108,1621.66552734375
i1,2023-04-28 17:00:51.208,1541.0845947265625
i1,2023-04-28 17:00:51.327,1541.0845947265625
i1,2023-04-28 17:00:51.414,1234.9759521484375
i1,2023-04-28 17:00:51.519,1234.9759521484375
i1,2023-04-28 17:00:51.620,871.6943359375
i1,2023-04-28 17:00:51.724,871.6943359375
i1,2023-04-28 17:00:51.822,775.2406005859375
i1,2023-04-28 17:00:51.927,775.2406005859375
i1,2023-04-28 17:00:52.030,889.0225219726562
i1,2023-04-28 17:00:52.130,889.0225219726562
i1,2023-04-28 17:00:52.233,889.0225219726562
i1,2023-04-28 17:00:52.338,1307.415283203125
i1,2023-04-28 17:00:52.443,1384.880126953125
i1,2023-04-28 17:00:52.542,1384.880126953125
i1,2023-04-28 17:00:52.644,1540.949462890625
i1,2023-04-28 17:00:52.746,1540.949462890625
i1,2023-04-28 17:00:52.843,1574.1353759765625
i1,2023-04-28 17:00:52.945,1574.1353759765625
i1,2023-04-28 17:00:53.048,1661.1392822265625
i1,2023-04-28 17:00:53.150,1661.1392822265625
i1,2023-04-28 17:00:53.252,1661.1392822265625
i1,2023-04-28 17:00:53.353,1629.7628173828125
i1,2023-04-28 17:00:53.456,1860.7061767578125
i1,2023-04-28 17:00:53.559,1860.7061767578125
i1,2023-04-28 17:00:53.660,2129.341796875
i1,2023-04-28 17:00:53.768,2129.341796875
i1,2023-04-28 17:00:53.863,2365.23779296875
i1,2023-04-28 17:00:53.966,2365.23779296875
i1,2023-04-28 17:00:54.072,2308.950927734375
i1,2023-04-28 17:00:54.171,2308.950927734375
i1,2023-04-28 17:00:54.274,2279.74609375
i1,2023-04-28 17:00:54.377,2279.74609375
i1,2023-04-28 17:00:54.481,2096.30322265625
i1,2023-04-28 17:00:54.579,2096.30322265625
i1,2023-04-28 17:00:54.681,1729.8671875
i1,2023-04-28 17:00:54.784,1729.8671875
i1,2023-04-28 17:00:54.886,2025.989501953125
i1,2023-04-28 17:00:54.991,2025.989501953125
i1,2023-04-28 17:00:55.097,2522.041259765625
i1,2023-04-28 17:00:55.199,2522.041259765625
i1,2023-04-28 17:00:55.309,2522.041259765625
i1,2023-04-28 17:00:55.400,2536.637939453125
i1,2023-04-28 17:00:55.500,2409.6611328125
i1,2023-04-28 17:00:55.602,2409.6611328125
i1,2023-04-28 17:00:55.704,1990.1448974609375
i1,2023-04-28 17:00:55.811,1463.170654296875
i1,2023-04-28 17:00:55.905,1463.170654296875
i1,2023-04-28 17:00:56.006,1463.170654296875
i1,2023-04-28 17:00:56.114,1003.8043212890625
i1,2023-04-28 17:00:56.218,685.0222778320312
i1,2023-04-28 17:00:56.325,685.0222778320312
i1,2023-04-28 17:00:56.423,595.0288696289062
i1,2023-04-28 17:00:56.520,595.0288696289062
i1,2023-04-28 17:00:56.620,-113.72250366210938
i1,2023-04-28 17:00:56.723,-113.72250366210938
i1,2023-04-28 17:00:56.827,-727.5548706054688
i1,2023-04-28 17:00:56.931,-727.5548706054688
i1,2023-04-28 17:00:57.032,-1498.3057861328125
i1,2023-04-28 17:00:57.134,-1498.3057861328125
i1,2023-04-28 17:00:57.232,-1498.3057861328125
i1,2023-04-28 17:00:57.339,-1510.2164306640625
i1,2023-04-28 17:00:57.439,-1740.685791015625
i1,2023-04-28 17:00:57.543,-1740.685791015625
i1,2023-04-28 17:00:57.640,-1485.5787353515625
i1,2023-04-28 17:00:57.742,-1485.5787353515625
i1,2023-04-28 17:00:57.844,-1204.3270263671875
i1,2023-04-28 17:00:57.947,-1204.3270263671875
i1,2023-04-28 17:00:58.051,-831.5809326171875
i1,2023-04-28 17:00:58.151,-831.5809326171875
i1,2023-04-28 17:00:58.254,-48.22706985473633
i1,2023-04-28 17:00:58.359,-48.22706985473633
i1,2023-04-28 17:00:58.459,926.5421142578125
i1,2023-04-28 17:00:58.558,926.5421142578125
i1,2023-04-28 17:00:58.660,2032.922607421875
i1,2023-04-28 17:00:58.762,2032.922607421875
i1,2023-04-28 17:00:58.867,2709.667236328125
i1,2023-04-28 17:00:58.970,2709.667236328125
i1,2023-04-28 17:00:59.069,3206.130615234375
i1,2023-04-28 17:00:59.176,3206.130615234375
i1,2023-04-28 17:00:59.276,3122.59619140625
i1,2023-04-28 17:00:59.379,3122.59619140625
i1,2023-04-28 17:00:59.482,3114.6318359375
i1,2023-04-28 17:00:59.584,3114.6318359375
i1,2023-04-28 17:00:59.680,3145.57275390625
i1,2023-04-28 17:00:59.782,3145.57275390625
i1,2023-04-28 17:00:59.884,3085.031982421875
i1,2023-04-28 17:00:59.988,3085.031982421875
i1,2023-04-28 17:01:00.090,2709.2138671875
i1,2023-04-28 17:01:00.195,2709.2138671875
i1,2023-04-28 17:01:00.296,2120.19189453125
i1,2023-04-28 17:01:00.397,2120.19189453125
i1,2023-04-28 17:01:00.498,1486.930419921875
i1,2023-04-28 17:01:00.600,1486.930419921875
i1,2023-04-28 17:01:00.704,1333.6851806640625
i1,2023-04-28 17:01:00.804,1333.6851806640625
i1,2023-04-28 17:01:00.899,1333.2347412109375
i1,2023-04-28 17:01:01.000,1333.2347412109375
i1,2023-04-28 17:01:01.104,1333.2349853515625
i1,2023-04-28 17:01:01.213,1333.2349853515625
i1,2023-04-28 17:01:01.311,1329.7481689453125
i1,2023-04-28 17:01:01.420,1329.5364990234375
i1,2023-04-28 17:01:01.516,1329.5364990234375
i1,2023-04-28 17:01:01.625,1329.7484130859375
i1,2023-04-28 17:01:01.723,1329.7484130859375
i1,2023-04-28 17:01:01.824,1329.7484130859375
i1,2023-04-28 17:01:01.924,1331.5382080078125
i1,2023-04-28 17:01:02.031,1333.329345703125
i1,2023-04-28 17:01:02.130,1333.329345703125
i1,2023-04-28 17:01:02.229,1333.329345703125
i1,2023-04-28 17:01:02.333,1333.329345703125
i1,2023-04-28 17:01:02.437,1330.194091796875
i1,2023-04-28 17:01:02.538,1330.194091796875
i1,2023-04-28 17:01:02.644,1193.638671875
i1,2023-04-28 17:01:02.747,1193.638671875
i1,2023-04-28 17:01:02.845,1503.0177001953125
i1,2023-04-28 17:01:02.946,1503.0177001953125
i1,2023-04-28 17:01:03.049,1660.616943359375
i1,2023-04-28 17:01:03.151,1660.616943359375
i1,2023-04-28 17:01:03.253,1591.666748046875
i1,2023-04-28 17:01:03.366,1591.666748046875
i1,2023-04-28 17:01:03.457,1744.741943359375
i1,2023-04-28 17:01:03.558,1744.741943359375
i1,2023-04-28 17:01:03.661,2085.486328125
i1,2023-04-28 17:01:03.764,2085.486328125
i1,2023-04-28 17:01:03.861,2016.9775390625
i1,2023-04-28 17:01:03.965,2016.9775390625
i1,2023-04-28 17:01:04.065,2246.25341796875
i1,2023-04-28 17:01:04.169,2246.25341796875
i1,2023-04-28 17:01:04.271,2596.155029296875
i1,2023-04-28 17:01:04.373,2596.155029296875
i1,2023-04-28 17:01:04.481,2581.42138671875
i1,2023-04-28 17:01:04.577,2581.42138671875
i1,2023-04-28 17:01:04.683,2690.828369140625
i1,2023-04-28 17:01:04.784,2690.828369140625
i1,2023-04-28 17:01:04.883,2516.822021484375
i1,2023-04-28 17:01:04.984,2516.822021484375
i1,2023-04-28 17:01:05.084,2272.8515625
i1,2023-04-28 17:01:05.186,2272.8515625
i1,2023-04-28 17:01:05.288,2272.8515625
i1,2023-04-28 17:01:05.390,1562.7230224609375
i1,2023-04-28 17:01:05.494,1153.46826171875
i1,2023-04-28 17:01:05.598,1153.46826171875
i1,2023-04-28 17:01:05.698,1409.994140625
i1,2023-04-28 17:01:05.804,1409.994140625
i1,2023-04-28 17:01:05.903,1729.7545166015625
i1,2023-04-28 17:01:06.004,1729.7545166015625
i1,2023-04-28 17:01:06.104,1814.962646484375
i1,2023-04-28 17:01:06.209,1814.962646484375
i1,2023-04-28 17:01:06.309,1814.962646484375
i1,2023-04-28 17:01:06.414,2034.1177978515625
i1,2023-04-28 17:01:06.514,1503.1553955078125
i1,2023-04-28 17:01:06.614,1503.1553955078125
i1,2023-04-28 17:01:06.721,1144.8309326171875
i1,2023-04-28 17:01:06.820,1144.8309326171875
