id,timestamp,MaxxTurn45_Coolant_Power_Active_B
i1,2023-04-28 15:00:12.771,290.7278137207031
i1,2023-04-28 15:00:12.869,289.2595520019531
i1,2023-04-28 15:00:12.972,289.2595520019531
i1,2023-04-28 15:00:13.076,287.4241943359375
i1,2023-04-28 15:00:13.177,287.4241943359375
i1,2023-04-28 15:00:13.278,287.4241943359375
i1,2023-04-28 15:00:13.381,272.6256103515625
i1,2023-04-28 15:00:13.485,281.1836242675781
i1,2023-04-28 15:00:13.586,281.1836242675781
i1,2023-04-28 15:00:13.687,262.584228515625
i1,2023-04-28 15:00:13.789,262.584228515625
i1,2023-04-28 15:00:13.889,220.98233032226562
i1,2023-04-28 15:00:13.992,220.98233032226562
i1,2023-04-28 15:00:14.094,152.0613555908203
i1,2023-04-28 15:00:14.198,152.0613555908203
i1,2023-04-28 15:00:14.299,128.75314331054688
i1,2023-04-28 15:00:14.403,128.75314331054688
i1,2023-04-28 15:00:14.502,102.92845153808594
i1,2023-04-28 15:00:14.606,102.92845153808594
i1,2023-04-28 15:00:14.706,102.55943298339844
i1,2023-04-28 15:00:14.817,102.55943298339844
i1,2023-04-28 15:00:14.912,102.46683502197266
i1,2023-04-28 15:00:15.011,102.46683502197266
i1,2023-04-28 15:00:15.113,102.4887466430664
i1,2023-04-28 15:00:15.215,102.4887466430664
i1,2023-04-28 15:00:15.317,102.4887466430664
i1,2023-04-28 15:00:15.422,102.51437377929688
i1,2023-04-28 15:00:15.528,102.61100006103516
i1,2023-04-28 15:00:15.629,102.61100006103516
i1,2023-04-28 15:00:15.729,102.2444839477539
i1,2023-04-28 15:00:15.822,102.2444839477539
i1,2023-04-28 15:00:15.926,102.24455261230469
i1,2023-04-28 15:00:16.025,102.24455261230469
i1,2023-04-28 15:00:16.135,102.24459838867188
i1,2023-04-28 15:00:16.245,102.24464416503906
i1,2023-04-28 15:00:16.348,102.24464416503906
i1,2023-04-28 15:00:16.450,102.6112060546875
i1,2023-04-28 15:00:16.539,102.6112060546875
i1,2023-04-28 15:00:16.647,102.33516693115234
i1,2023-04-28 15:00:16.745,102.33516693115234
i1,2023-04-28 15:00:16.857,102.6111831665039
i1,2023-04-28 15:00:16.957,102.6111831665039
i1,2023-04-28 15:00:17.056,102.42779541015625
i1,2023-04-28 15:00:17.153,102.42779541015625
i1,2023-04-28 15:00:17.261,102.42779541015625
i1,2023-04-28 15:00:17.371,102.3252944946289
i1,2023-04-28 15:00:17.468,102.55966186523438
i1,2023-04-28 15:00:17.563,102.55966186523438
i1,2023-04-28 15:00:17.666,102.92852020263672
i1,2023-04-28 15:00:17.770,102.92852020263672
i1,2023-04-28 15:00:17.868,102.55963897705078
i1,2023-04-28 15:00:17.972,102.55963897705078
i1,2023-04-28 15:00:18.077,102.92865753173828
i1,2023-04-28 15:00:18.176,102.92865753173828
i1,2023-04-28 15:00:18.278,102.55966186523438
i1,2023-04-28 15:00:18.387,102.55966186523438
i1,2023-04-28 15:00:18.481,102.78187561035156
i1,2023-04-28 15:00:18.586,102.78187561035156
i1,2023-04-28 15:00:18.689,102.78196716308594
i1,2023-04-28 15:00:18.790,102.78196716308594
i1,2023-04-28 15:00:18.895,103.14889526367188
i1,2023-04-28 15:00:18.996,103.14889526367188
i1,2023-04-28 15:00:19.098,103.51082611083984
i1,2023-04-28 15:00:19.197,103.51082611083984
i1,2023-04-28 15:00:19.310,103.66644287109375
i1,2023-04-28 15:00:19.405,103.66644287109375
i1,2023-04-28 15:00:19.502,103.51603698730469
i1,2023-04-28 15:00:19.604,103.51603698730469
i1,2023-04-28 15:00:19.706,103.88312530517578
i1,2023-04-28 15:00:19.810,103.88312530517578
i1,2023-04-28 15:00:19.913,103.88312530517578
i1,2023-04-28 15:00:20.016,103.88312530517578
i1,2023-04-28 15:00:20.122,103.88314819335938
i1,2023-04-28 15:00:20.217,103.88314819335938
i1,2023-04-28 15:00:20.310,104.03543090820312
i1,2023-04-28 15:00:20.415,104.03543090820312
i1,2023-04-28 15:00:20.521,104.03536224365234
i1,2023-04-28 15:00:20.625,104.03536224365234
i1,2023-04-28 15:00:20.732,103.66641998291016
i1,2023-04-28 15:00:20.830,103.66641998291016
i1,2023-04-28 15:00:20.931,103.66641998291016
i1,2023-04-28 15:00:21.031,103.66641998291016
i1,2023-04-28 15:00:21.137,103.66637420654297
i1,2023-04-28 15:00:21.234,103.66637420654297
i1,2023-04-28 15:00:21.336,103.71060943603516
i1,2023-04-28 15:00:21.445,103.71060943603516
i1,2023-04-28 15:00:21.544,103.71067810058594
i1,2023-04-28 15:00:21.641,103.71067810058594
i1,2023-04-28 15:00:21.746,103.71056365966797
i1,2023-04-28 15:00:21.848,103.71056365966797
i1,2023-04-28 15:00:21.948,104.07705688476562
i1,2023-04-28 15:00:22.059,104.07705688476562
i1,2023-04-28 15:00:22.156,104.07705688476562
i1,2023-04-28 15:00:22.253,104.07705688476562
i1,2023-04-28 15:00:22.369,104.07705688476562
i1,2023-04-28 15:00:22.466,104.44357299804688
i1,2023-04-28 15:00:22.562,104.44357299804688
i1,2023-04-28 15:00:22.665,107.00886535644531
i1,2023-04-28 15:00:22.771,107.00886535644531
i1,2023-04-28 15:00:22.868,145.1221160888672
i1,2023-04-28 15:00:22.969,145.1221160888672
i1,2023-04-28 15:00:23.076,190.56480407714844
i1,2023-04-28 15:00:23.176,190.56480407714844
i1,2023-04-28 15:00:23.278,234.7055206298828
i1,2023-04-28 15:00:23.398,234.7055206298828
i1,2023-04-28 15:00:23.486,281.11932373046875
i1,2023-04-28 15:00:23.585,281.11932373046875
i1,2023-04-28 15:00:23.684,291.818115234375
i1,2023-04-28 15:00:23.787,291.818115234375
i1,2023-04-28 15:00:23.888,291.4491882324219
i1,2023-04-28 15:00:23.990,291.4491882324219
i1,2023-04-28 15:00:24.092,302.5145263671875
i1,2023-04-28 15:00:24.194,302.5145263671875
i1,2023-04-28 15:00:24.293,291.0805358886719
i1,2023-04-28 15:00:24.396,291.0805358886719
i1,2023-04-28 15:00:24.498,287.0578918457031
i1,2023-04-28 15:00:24.597,287.0578918457031
i1,2023-04-28 15:00:24.700,248.51412963867188
i1,2023-04-28 15:00:24.803,248.51412963867188
i1,2023-04-28 15:00:24.905,202.9957733154297
i1,2023-04-28 15:00:25.007,202.9957733154297
i1,2023-04-28 15:00:25.112,160.04681396484375
i1,2023-04-28 15:00:25.216,160.04681396484375
i1,2023-04-28 15:00:25.327,160.04681396484375
i1,2023-04-28 15:00:25.417,112.13595581054688
i1,2023-04-28 15:00:25.517,102.04764556884766
i1,2023-04-28 15:00:25.621,102.04764556884766
i1,2023-04-28 15:00:25.724,102.41472625732422
i1,2023-04-28 15:00:25.822,102.41472625732422
i1,2023-04-28 15:00:25.925,102.41474914550781
i1,2023-04-28 15:00:26.030,102.41474914550781
i1,2023-04-28 15:00:26.132,102.04766845703125
i1,2023-04-28 15:00:26.233,102.04766845703125
i1,2023-04-28 15:00:26.333,102.04766845703125
i1,2023-04-28 15:00:26.435,102.46527099609375
i1,2023-04-28 15:00:26.537,102.55963897705078
i1,2023-04-28 15:00:26.641,102.55963897705078
i1,2023-04-28 15:00:26.741,102.55968475341797
i1,2023-04-28 15:00:26.846,102.55968475341797
i1,2023-04-28 15:00:26.952,102.55973052978516
i1,2023-04-28 15:00:27.051,102.55973052978516
i1,2023-04-28 15:00:27.155,102.88312530517578
i1,2023-04-28 15:00:27.256,102.88312530517578
i1,2023-04-28 15:00:27.359,102.70601654052734
i1,2023-04-28 15:00:27.459,102.70601654052734
i1,2023-04-28 15:00:27.561,102.24473571777344
i1,2023-04-28 15:00:27.667,102.70601654052734
i1,2023-04-28 15:00:27.761,102.70601654052734
i1,2023-04-28 15:00:27.866,102.70601654052734
i1,2023-04-28 15:00:27.977,102.6112289428711
i1,2023-04-28 15:00:28.068,102.6112289428711
i1,2023-04-28 15:00:28.172,102.71979522705078
i1,2023-04-28 15:00:28.281,102.61125183105469
i1,2023-04-28 15:00:28.388,102.61125183105469
i1,2023-04-28 15:00:28.483,102.61116027832031
i1,2023-04-28 15:00:28.581,102.61116027832031
i1,2023-04-28 15:00:28.683,102.61125183105469
i1,2023-04-28 15:00:28.789,102.61125183105469
i1,2023-04-28 15:00:28.891,102.24475860595703
