id,timestamp,MaxxTurn45_Axes_Power_Active_Sum
i1,2023-04-28T15:00:34.996076,3211.1357421875
i1,2023-04-28T15:00:35.097443,3782.3330078125
i1,2023-04-28T15:00:35.200507,3782.3330078125
i1,2023-04-28T15:00:35.305067,3785.26953125
i1,2023-04-28T15:00:35.434791,3785.26953125
i1,2023-04-28T15:00:35.506211,3784.5302734375
i1,2023-04-28T15:00:35.604860,3784.5302734375
i1,2023-04-28T15:00:35.708800,3784.5302734375
i1,2023-04-28T15:00:35.808158,3777.984375
i1,2023-04-28T15:00:35.910577,3779.444580078125
i1,2023-04-28T15:00:36.012966,3779.444580078125
i1,2023-04-28T15:00:36.116259,3770.18310546875
i1,2023-04-28T15:00:36.218684,3770.18310546875
i1,2023-04-28T15:00:36.317965,3770.6455078125
i1,2023-04-28T15:00:36.421890,3770.6455078125
i1,2023-04-28T15:00:36.522660,3771.75341796875
i1,2023-04-28T15:00:36.623973,3771.75341796875
i1,2023-04-28T15:00:36.727158,3766.241455078125
i1,2023-04-28T15:00:36.829415,3766.241455078125
i1,2023-04-28T15:00:36.930800,3765.959228515625
i1,2023-04-28T15:00:37.034921,3765.959228515625
i1,2023-04-28T15:00:37.137343,3766.956787109375
i1,2023-04-28T15:00:37.240576,3766.956787109375
i1,2023-04-28T15:00:37.342707,3766.956787109375
i1,2023-04-28T15:00:37.444535,3765.27294921875
i1,2023-04-28T15:00:37.548242,3766.134521484375
i1,2023-04-28T15:00:37.644727,3766.134521484375
i1,2023-04-28T15:00:37.751392,3768.035888671875
i1,2023-04-28T15:00:37.848357,3768.035888671875
i1,2023-04-28T15:00:37.950787,3767.602783203125
i1,2023-04-28T15:00:38.053056,3767.602783203125
i1,2023-04-28T15:00:38.156605,3769.49365234375
i1,2023-04-28T15:00:38.260701,3769.49365234375
i1,2023-04-28T15:00:38.359628,3767.610595703125
i1,2023-04-28T15:00:38.461698,3767.610595703125
i1,2023-04-28T15:00:38.562829,3765.879638671875
i1,2023-04-28T15:00:38.664964,3765.879638671875
i1,2023-04-28T15:00:38.767179,3765.42822265625
i1,2023-04-28T15:00:38.872470,3765.42822265625
i1,2023-04-28T15:00:38.976019,3765.8984375
i1,2023-04-28T15:00:39.075232,3765.8984375
i1,2023-04-28T15:00:39.176404,3765.8984375
i1,2023-04-28T15:00:39.277595,3762.7109375
i1,2023-04-28T15:00:39.384373,3767.3505859375
i1,2023-04-28T15:00:39.485101,3767.3505859375
i1,2023-04-28T15:00:39.586930,2587.394775390625
i1,2023-04-28T15:00:39.686753,2587.394775390625
i1,2023-04-28T15:00:39.790189,2148.830078125
i1,2023-04-28T15:00:39.890577,2148.830078125
i1,2023-04-28T15:00:39.990874,625.5595092773438
i1,2023-04-28T15:00:40.092148,625.5595092773438
i1,2023-04-28T15:00:40.195425,-1065.2783203125
i1,2023-04-28T15:00:40.296628,-1065.2783203125
i1,2023-04-28T15:00:40.398935,-3150.62060546875
i1,2023-04-28T15:00:40.503797,-3150.62060546875
i1,2023-04-28T15:00:40.600037,-5317.5771484375
i1,2023-04-28T15:00:40.701617,-5317.5771484375
i1,2023-04-28T15:00:40.805933,-5845.07421875
i1,2023-04-28T15:00:40.911484,-5845.07421875
i1,2023-04-28T15:00:41.010610,-6085.36328125
i1,2023-04-28T15:00:41.115457,-6284.7587890625
i1,2023-04-28T15:00:41.219718,-6284.7587890625
i1,2023-04-28T15:00:41.317823,-6284.7587890625
i1,2023-04-28T15:00:41.439123,-4899.70263671875
i1,2023-04-28T15:00:41.526167,-5155.56640625
i1,2023-04-28T15:00:41.624611,-5155.56640625
i1,2023-04-28T15:00:41.726863,-3673.599365234375
i1,2023-04-28T15:00:41.830277,-3673.599365234375
i1,2023-04-28T15:00:41.932389,-619.0736083984375
i1,2023-04-28T15:00:42.034769,-619.0736083984375
i1,2023-04-28T15:00:42.136359,-619.0736083984375
i1,2023-04-28T15:00:42.238327,3863.433349609375
i1,2023-04-28T15:00:42.336682,8419.6298828125
i1,2023-04-28T15:00:42.439355,8419.6298828125
i1,2023-04-28T15:00:42.540506,10842.52734375
i1,2023-04-28T15:00:42.642943,10842.52734375
i1,2023-04-28T15:00:42.745080,12747.2685546875
i1,2023-04-28T15:00:42.849361,12747.2685546875
i1,2023-04-28T15:00:42.954739,13650.927734375
i1,2023-04-28T15:00:43.050816,13650.927734375
i1,2023-04-28T15:00:43.156177,15254.21875
i1,2023-04-28T15:00:43.259418,15254.21875
i1,2023-04-28T15:00:43.360280,15254.21875
i1,2023-04-28T15:00:43.460452,14553.15234375
i1,2023-04-28T15:00:43.559538,15374.662109375
i1,2023-04-28T15:00:43.661687,15374.662109375
i1,2023-04-28T15:00:43.763915,14522.8720703125
i1,2023-04-28T15:00:43.865206,14522.8720703125
i1,2023-04-28T15:00:43.968950,12401.919921875
i1,2023-04-28T15:00:44.070175,12401.919921875
i1,2023-04-28T15:00:44.175679,10112.267578125
i1,2023-04-28T15:00:44.273554,10112.267578125
i1,2023-04-28T15:00:44.375012,8160.38232421875
i1,2023-04-28T15:00:44.478400,8160.38232421875
i1,2023-04-28T15:00:44.579945,6616.619140625
i1,2023-04-28T15:00:44.682757,6616.619140625
i1,2023-04-28T15:00:44.786329,5891.3125
i1,2023-04-28T15:00:44.895760,5891.3125
i1,2023-04-28T15:00:44.988597,5594.966796875
i1,2023-04-28T15:00:45.089918,5594.966796875
i1,2023-04-28T15:00:45.192250,5127.0927734375
i1,2023-04-28T15:00:45.295762,5127.0927734375
i1,2023-04-28T15:00:45.397364,4735.2099609375
i1,2023-04-28T15:00:45.498476,4735.2099609375
i1,2023-04-28T15:00:45.603523,3084.041748046875
i1,2023-04-28T15:00:45.703101,3084.041748046875
i1,2023-04-28T15:00:45.806911,3084.041748046875
i1,2023-04-28T15:00:45.901763,2271.55029296875
i1,2023-04-28T15:00:46.006125,3044.61865234375
i1,2023-04-28T15:00:46.108978,3044.61865234375
i1,2023-04-28T15:00:46.212182,4517.53955078125
i1,2023-04-28T15:00:46.312767,4517.53955078125
i1,2023-04-28T15:00:46.414390,4817.625
i1,2023-04-28T15:00:46.517537,4817.625
i1,2023-04-28T15:00:46.619986,5123.9111328125
i1,2023-04-28T15:00:46.720993,5123.9111328125
i1,2023-04-28T15:00:46.828068,5283.79296875
i1,2023-04-28T15:00:46.929463,5283.79296875
i1,2023-04-28T15:00:47.027693,5238.7138671875
i1,2023-04-28T15:00:47.131127,5238.7138671875
i1,2023-04-28T15:00:47.235305,5389.8525390625
i1,2023-04-28T15:00:47.337031,6622.77197265625
i1,2023-04-28T15:00:47.464809,6622.77197265625
i1,2023-04-28T15:00:47.538564,7283.5673828125
i1,2023-04-28T15:00:47.639721,7283.5673828125
i1,2023-04-28T15:00:47.745342,5974.13623046875
i1,2023-04-28T15:00:47.847184,5974.13623046875
i1,2023-04-28T15:00:47.950462,3281.938720703125
i1,2023-04-28T15:00:48.046523,3281.938720703125
i1,2023-04-28T15:00:48.150115,3370.8828125
i1,2023-04-28T15:00:48.254169,3370.8828125
i1,2023-04-28T15:00:48.353747,4408.1796875
i1,2023-04-28T15:00:48.458790,4408.1796875
i1,2023-04-28T15:00:48.556527,4427.8857421875
i1,2023-04-28T15:00:48.664887,4427.8857421875
i1,2023-04-28T15:00:48.765831,4427.8857421875
i1,2023-04-28T15:00:48.863056,4386.7587890625
i1,2023-04-28T15:00:48.966416,4378.203125
i1,2023-04-28T15:00:49.069634,4378.203125
i1,2023-04-28T15:00:49.176576,4365.8173828125
i1,2023-04-28T15:00:49.273336,4365.8173828125
i1,2023-04-28T15:00:49.373701,4364.328125
i1,2023-04-28T15:00:49.476213,4364.328125
i1,2023-04-28T15:00:49.582476,4786.59521484375
i1,2023-04-28T15:00:49.680540,4786.59521484375
i1,2023-04-28T15:00:49.787051,5946.0048828125
i1,2023-04-28T15:00:49.889355,5946.0048828125
i1,2023-04-28T15:00:49.988459,5508.5078125
i1,2023-04-28T15:00:50.087353,5508.5078125
i1,2023-04-28T15:00:50.190903,4108.1875
i1,2023-04-28T15:00:50.297481,4108.1875
i1,2023-04-28T15:00:50.399069,4108.1875
i1,2023-04-28T15:00:50.502544,3854.29541015625
i1,2023-04-28T15:00:50.602558,3876.10986328125
i1,2023-04-28T15:00:50.700282,3876.10986328125
i1,2023-04-28T15:00:50.797644,3872.4091796875
i1,2023-04-28T15:00:50.901675,3872.4091796875
i1,2023-04-28T15:00:51.004121,3860.702880859375
i1,2023-04-28T15:00:51.103488,3860.702880859375
i1,2023-04-28T15:00:51.205593,3519.792236328125
i1,2023-04-28T15:00:51.308369,3519.792236328125
i1,2023-04-28T15:00:51.412136,2469.62353515625
i1,2023-04-28T15:00:51.513467,2469.62353515625
i1,2023-04-28T15:00:51.615511,1019.8102416992188
i1,2023-04-28T15:00:51.717728,1019.8102416992188
i1,2023-04-28T15:00:51.818947,-192.64764404296875
i1,2023-04-28T15:00:51.920501,-192.64764404296875
i1,2023-04-28T15:00:52.025781,117.79779052734375
i1,2023-04-28T15:00:52.128694,117.79779052734375
i1,2023-04-28T15:00:52.227318,395.19805908203125
i1,2023-04-28T15:00:52.330426,395.19805908203125
i1,2023-04-28T15:00:52.433145,395.19805908203125
i1,2023-04-28T15:00:52.535205,1748.184814453125
i1,2023-04-28T15:00:52.636447,1902.16796875
i1,2023-04-28T15:00:52.739671,1902.16796875
i1,2023-04-28T15:00:52.842063,2079.5224609375
i1,2023-04-28T15:00:52.944169,2079.5224609375
i1,2023-04-28T15:00:53.046803,2471.259521484375
i1,2023-04-28T15:00:53.148945,2471.259521484375
i1,2023-04-28T15:00:53.248140,3361.544677734375
i1,2023-04-28T15:00:53.350681,3361.544677734375
i1,2023-04-28T15:00:53.477413,3034.04736328125
i1,2023-04-28T15:00:53.553101,3034.04736328125
i1,2023-04-28T15:00:53.655265,4687.1630859375
i1,2023-04-28T15:00:53.757443,5846.33642578125
i1,2023-04-28T15:00:53.862942,5846.33642578125
i1,2023-04-28T15:00:53.967653,6671.2216796875
i1,2023-04-28T15:00:54.067524,6671.2216796875
i1,2023-04-28T15:00:54.167066,6523.7646484375
i1,2023-04-28T15:00:54.270148,6523.7646484375
i1,2023-04-28T15:00:54.371512,6072.92236328125
i1,2023-04-28T15:00:54.474260,6072.92236328125
i1,2023-04-28T15:00:54.575778,4733.3623046875
i1,2023-04-28T15:00:54.678621,4733.3623046875
i1,2023-04-28T15:00:54.780703,5288.4619140625
i1,2023-04-28T15:00:54.881884,5288.4619140625
i1,2023-04-28T15:00:54.984491,6142.32421875
i1,2023-04-28T15:00:55.085485,6142.32421875
i1,2023-04-28T15:00:55.187928,8255.1787109375
i1,2023-04-28T15:00:55.290220,8255.1787109375
i1,2023-04-28T15:00:55.392713,8255.1787109375
i1,2023-04-28T15:00:55.493082,7173.9150390625
i1,2023-04-28T15:00:55.595205,5887.46142578125
i1,2023-04-28T15:00:55.700508,5887.46142578125
i1,2023-04-28T15:00:55.798497,3666.533203125
i1,2023-04-28T15:00:55.902822,3666.533203125
i1,2023-04-28T15:00:56.006418,1814.941650390625
i1,2023-04-28T15:00:56.105521,1814.941650390625
i1,2023-04-28T15:00:56.208023,320.2979736328125
i1,2023-04-28T15:00:56.312146,320.2979736328125
i1,2023-04-28T15:00:56.413801,-41.74359130859375
i1,2023-04-28T15:00:56.514018,-41.74359130859375
i1,2023-04-28T15:00:56.615750,-2416.458984375
i1,2023-04-28T15:00:56.720492,-2416.458984375
i1,2023-04-28T15:00:56.822805,-4897.10986328125
i1,2023-04-28T15:00:56.922053,-4897.10986328125
i1,2023-04-28T15:00:57.024346,-7254.3955078125
i1,2023-04-28T15:00:57.125897,-7254.3955078125
i1,2023-04-28T15:00:57.227958,-9902.783203125
i1,2023-04-28T15:00:57.332461,-9902.783203125
i1,2023-04-28T15:00:57.436088,-9902.783203125
i1,2023-04-28T15:00:57.534274,-8733.2197265625
i1,2023-04-28T15:00:57.641372,-8793.658203125
i1,2023-04-28T15:00:57.742705,-8793.658203125
i1,2023-04-28T15:00:57.841856,-7824.3974609375
i1,2023-04-28T15:00:57.944125,-7824.3974609375
i1,2023-04-28T15:00:58.049369,-6330.70703125
i1,2023-04-28T15:00:58.148788,-6330.70703125
i1,2023-04-28T15:00:58.249889,-3868.50927734375
i1,2023-04-28T15:00:58.353506,-3868.50927734375
i1,2023-04-28T15:00:58.455222,267.0369873046875
i1,2023-04-28T15:00:58.556385,267.0369873046875
i1,2023-04-28T15:00:58.662214,4423.44921875
i1,2023-04-28T15:00:58.763802,4423.44921875
i1,2023-04-28T15:00:58.867055,8007.81396484375
i1,2023-04-28T15:00:58.973522,9653.19140625
i1,2023-04-28T15:00:59.067275,9653.19140625
i1,2023-04-28T15:00:59.169634,9653.19140625
i1,2023-04-28T15:00:59.271025,10555.30078125
i1,2023-04-28T15:00:59.374778,10161.7509765625
i1,2023-04-28T15:00:59.503336,10161.7509765625
i1,2023-04-28T15:00:59.576495,10265.779296875
i1,2023-04-28T15:00:59.678362,10265.779296875
i1,2023-04-28T15:00:59.784833,10111.69140625
i1,2023-04-28T15:00:59.881847,10111.69140625
i1,2023-04-28T15:00:59.988738,9077.4921875
i1,2023-04-28T15:01:00.084266,9077.4921875
i1,2023-04-28T15:01:00.190728,6604.3330078125
i1,2023-04-28T15:01:00.289346,6604.3330078125
i1,2023-04-28T15:01:00.394498,4128.55078125
i1,2023-04-28T15:01:00.498687,4128.55078125
i1,2023-04-28T15:01:00.596263,2776.5615234375
i1,2023-04-28T15:01:00.699357,2776.5615234375
i1,2023-04-28T15:01:00.802528,2781.679931640625
i1,2023-04-28T15:01:00.898541,2781.679931640625
i1,2023-04-28T15:01:00.998667,2781.68115234375
i1,2023-04-28T15:01:01.100939,2781.68115234375
i1,2023-04-28T15:01:01.213088,2780.21484375
i1,2023-04-28T15:01:01.308194,2780.21484375
i1,2023-04-28T15:01:01.411754,2777.7119140625
i1,2023-04-28T15:01:01.513244,2777.7119140625
i1,2023-04-28T15:01:01.617294,2777.3642578125
i1,2023-04-28T15:01:01.719468,2777.3642578125
i1,2023-04-28T15:01:01.823357,2776.264404296875
i1,2023-04-28T15:01:01.920825,2776.264404296875
i1,2023-04-28T15:01:02.023021,2776.264404296875
i1,2023-04-28T15:01:02.123235,2776.3115234375
i1,2023-04-28T15:01:02.227019,2776.994873046875
i1,2023-04-28T15:01:02.326581,2776.994873046875
i1,2023-04-28T15:01:02.427738,2776.994873046875
i1,2023-04-28T15:01:02.530035,2319.22314453125
i1,2023-04-28T15:01:02.632200,2022.4093017578125
i1,2023-04-28T15:01:02.733416,2022.4093017578125
i1,2023-04-28T15:01:02.838510,3209.43310546875
i1,2023-04-28T15:01:02.942186,3209.43310546875
i1,2023-04-28T15:01:03.043216,4124.3671875
i1,2023-04-28T15:01:03.141566,4124.3671875
i1,2023-04-28T15:01:03.242661,4098.98095703125
i1,2023-04-28T15:01:03.348088,4098.98095703125
i1,2023-04-28T15:01:03.460217,4026.427734375
i1,2023-04-28T15:01:03.550160,4026.427734375
i1,2023-04-28T15:01:03.655158,5881.5732421875
i1,2023-04-28T15:01:03.758412,5881.5732421875
i1,2023-04-28T15:01:03.856823,5843.41259765625
i1,2023-04-28T15:01:03.960177,5843.41259765625
i1,2023-04-28T15:01:04.061410,5802.71240234375
i1,2023-04-28T15:01:04.165468,5802.71240234375
i1,2023-04-28T15:01:04.268143,8537.5166015625
i1,2023-04-28T15:01:04.366135,8537.5166015625
i1,2023-04-28T15:01:04.467956,8237.8994140625
i1,2023-04-28T15:01:04.570085,8237.8994140625
i1,2023-04-28T15:01:04.676235,8205.865234375
i1,2023-04-28T15:01:04.776239,8205.865234375
i1,2023-04-28T15:01:04.876054,8027.4267578125
i1,2023-04-28T15:01:04.983161,8027.4267578125
i1,2023-04-28T15:01:05.080857,6613.86865234375
i1,2023-04-28T15:01:05.181600,6613.86865234375
i1,2023-04-28T15:01:05.282916,5315.15869140625
i1,2023-04-28T15:01:05.385130,5315.15869140625
i1,2023-04-28T15:01:05.515059,1908.3004150390625
i1,2023-04-28T15:01:05.587969,1908.3004150390625
