id,timestamp,MaxxTurn45_Axes_Power_Active_Sum
i1,2023-04-28T15:00:12.761290,1146.0106201171875
i1,2023-04-28T15:00:12.863201,1159.448486328125
i1,2023-04-28T15:00:12.965578,1159.448486328125
i1,2023-04-28T15:00:13.066943,1155.501953125
i1,2023-04-28T15:00:13.174296,1155.501953125
i1,2023-04-28T15:00:13.276104,1155.501953125
i1,2023-04-28T15:00:13.373291,1294.77880859375
i1,2023-04-28T15:00:13.475332,1324.300537109375
i1,2023-04-28T15:00:13.580198,1324.300537109375
i1,2023-04-28T15:00:13.678720,1272.605712890625
i1,2023-04-28T15:00:13.780815,1272.605712890625
i1,2023-04-28T15:00:13.882257,1272.17333984375
i1,2023-04-28T15:00:13.989773,1272.17333984375
i1,2023-04-28T15:00:14.092079,1307.417236328125
i1,2023-04-28T15:00:14.191370,1307.417236328125
i1,2023-04-28T15:00:14.291919,1659.02001953125
i1,2023-04-28T15:00:14.394335,1659.02001953125
i1,2023-04-28T15:00:14.495554,2447.23046875
i1,2023-04-28T15:00:14.596559,2447.23046875
i1,2023-04-28T15:00:14.699771,4542.46875
i1,2023-04-28T15:00:14.802195,4542.46875
i1,2023-04-28T15:00:14.902364,7322.76171875
i1,2023-04-28T15:00:15.004750,7322.76171875
i1,2023-04-28T15:00:15.106067,10339.12890625
i1,2023-04-28T15:00:15.212412,10339.12890625
i1,2023-04-28T15:00:15.314112,11977.2255859375
i1,2023-04-28T15:00:15.412159,11977.2255859375
i1,2023-04-28T15:00:15.514224,14093.7138671875
i1,2023-04-28T15:00:15.615737,14093.7138671875
i1,2023-04-28T15:00:15.717962,15977.3544921875
i1,2023-04-28T15:00:15.816613,15977.3544921875
i1,2023-04-28T15:00:15.917763,17948.06640625
i1,2023-04-28T15:00:16.019079,17948.06640625
i1,2023-04-28T15:00:16.124931,18543.19140625
i1,2023-04-28T15:00:16.227256,18543.19140625
i1,2023-04-28T15:00:16.329245,18255.572265625
i1,2023-04-28T15:00:16.443754,16411.501953125
i1,2023-04-28T15:00:16.532335,16411.501953125
i1,2023-04-28T15:00:16.638885,16411.501953125
i1,2023-04-28T15:00:16.745927,13922.333984375
i1,2023-04-28T15:00:16.843160,11684.7900390625
i1,2023-04-28T15:00:16.941477,11684.7900390625
i1,2023-04-28T15:00:17.042693,11684.7900390625
i1,2023-04-28T15:00:17.145240,9706.6025390625
i1,2023-04-28T15:00:17.247042,8046.1513671875
i1,2023-04-28T15:00:17.373212,8046.1513671875
i1,2023-04-28T15:00:17.451253,6332.6845703125
i1,2023-04-28T15:00:17.553271,6332.6845703125
i1,2023-04-28T15:00:17.658384,3686.19189453125
i1,2023-04-28T15:00:17.760901,3686.19189453125
i1,2023-04-28T15:00:17.864540,3686.19189453125
i1,2023-04-28T15:00:17.966517,1590.243408203125
i1,2023-04-28T15:00:18.065842,287.8861389160156
i1,2023-04-28T15:00:18.166018,287.8861389160156
i1,2023-04-28T15:00:18.267844,287.8861389160156
i1,2023-04-28T15:00:18.373057,-1882.009765625
i1,2023-04-28T15:00:18.471264,-3025.197265625
i1,2023-04-28T15:00:18.576481,-3025.197265625
i1,2023-04-28T15:00:18.675640,-4888.18359375
i1,2023-04-28T15:00:18.776751,-4888.18359375
i1,2023-04-28T15:00:18.881255,-7206.72216796875
i1,2023-04-28T15:00:18.982447,-7206.72216796875
i1,2023-04-28T15:00:19.088989,-8811.236328125
i1,2023-04-28T15:00:19.187252,-8811.236328125
i1,2023-04-28T15:00:19.288788,-9240.4296875
i1,2023-04-28T15:00:19.390226,-9240.4296875
i1,2023-04-28T15:00:19.492487,-8213.044921875
i1,2023-04-28T15:00:19.594454,-8213.044921875
i1,2023-04-28T15:00:19.700490,-5893.0224609375
i1,2023-04-28T15:00:19.797991,-5893.0224609375
i1,2023-04-28T15:00:19.903481,-2121.77587890625
i1,2023-04-28T15:00:20.001369,-2121.77587890625
i1,2023-04-28T15:00:20.103744,2540.5126953125
i1,2023-04-28T15:00:20.211997,2540.5126953125
i1,2023-04-28T15:00:20.305411,2540.5126953125
i1,2023-04-28T15:00:20.405913,6773.24853515625
i1,2023-04-28T15:00:20.513028,9690.0849609375
i1,2023-04-28T15:00:20.617094,9690.0849609375
i1,2023-04-28T15:00:20.719640,13273.32421875
i1,2023-04-28T15:00:20.817883,13273.32421875
i1,2023-04-28T15:00:20.920274,15171.486328125
i1,2023-04-28T15:00:21.021464,15171.486328125
i1,2023-04-28T15:00:21.123747,15471.017578125
i1,2023-04-28T15:00:21.226182,15471.017578125
i1,2023-04-28T15:00:21.330548,15719.8359375
i1,2023-04-28T15:00:21.431797,15719.8359375
i1,2023-04-28T15:00:21.532969,14492.23046875
i1,2023-04-28T15:00:21.637195,14492.23046875
i1,2023-04-28T15:00:21.740603,12213.3662109375
i1,2023-04-28T15:00:21.838804,12213.3662109375
i1,2023-04-28T15:00:21.940147,9920.552734375
i1,2023-04-28T15:00:22.042503,9920.552734375
i1,2023-04-28T15:00:22.144881,9920.552734375
i1,2023-04-28T15:00:22.246032,6759.1611328125
i1,2023-04-28T15:00:22.349000,5877.81591796875
i1,2023-04-28T15:00:22.451004,5877.81591796875
i1,2023-04-28T15:00:22.552143,4378.912109375
i1,2023-04-28T15:00:22.657295,4378.912109375
i1,2023-04-28T15:00:22.760537,4293.5732421875
i1,2023-04-28T15:00:22.865402,4251.8212890625
i1,2023-04-28T15:00:22.965870,4251.8212890625
i1,2023-04-28T15:00:23.074957,4155.6806640625
i1,2023-04-28T15:00:23.169877,4155.6806640625
i1,2023-04-28T15:00:23.269881,3848.64697265625
i1,2023-04-28T15:00:23.394368,3848.64697265625
i1,2023-04-28T15:00:23.478413,2341.031494140625
i1,2023-04-28T15:00:23.579270,2341.031494140625
i1,2023-04-28T15:00:23.676670,682.5747680664062
i1,2023-04-28T15:00:23.783197,682.5747680664062
i1,2023-04-28T15:00:23.879974,-1332.963623046875
i1,2023-04-28T15:00:23.988610,-1332.963623046875
i1,2023-04-28T15:00:24.086454,506.69677734375
i1,2023-04-28T15:00:24.186874,506.69677734375
i1,2023-04-28T15:00:24.287905,2176.75439453125
i1,2023-04-28T15:00:24.387376,2176.75439453125
i1,2023-04-28T15:00:24.491881,3971.343017578125
i1,2023-04-28T15:00:24.590791,3971.343017578125
i1,2023-04-28T15:00:24.693495,5465.015625
i1,2023-04-28T15:00:24.795778,5465.015625
i1,2023-04-28T15:00:24.897941,7167.60009765625
i1,2023-04-28T15:00:24.999231,7167.60009765625
i1,2023-04-28T15:00:25.108162,7167.60009765625
i1,2023-04-28T15:00:25.202900,8036.84765625
i1,2023-04-28T15:00:25.305427,9559.970703125
i1,2023-04-28T15:00:25.406823,9559.970703125
i1,2023-04-28T15:00:25.508207,11176.43359375
i1,2023-04-28T15:00:25.610111,11176.43359375
i1,2023-04-28T15:00:25.716681,12922.865234375
i1,2023-04-28T15:00:25.813791,12922.865234375
i1,2023-04-28T15:00:25.917228,11140.1494140625
i1,2023-04-28T15:00:26.018342,11140.1494140625
i1,2023-04-28T15:00:26.121720,9093.419921875
i1,2023-04-28T15:00:26.222856,9093.419921875
i1,2023-04-28T15:00:26.324704,9093.419921875
i1,2023-04-28T15:00:26.430415,7236.033203125
i1,2023-04-28T15:00:26.529202,6424.8486328125
i1,2023-04-28T15:00:26.631268,6424.8486328125
i1,2023-04-28T15:00:26.732686,4230.0751953125
i1,2023-04-28T15:00:26.838655,4230.0751953125
i1,2023-04-28T15:00:26.941217,2210.53173828125
i1,2023-04-28T15:00:27.044812,2210.53173828125
i1,2023-04-28T15:00:27.147684,2621.526123046875
i1,2023-04-28T15:00:27.248931,2621.526123046875
i1,2023-04-28T15:00:27.349749,3383.596923828125
i1,2023-04-28T15:00:27.451139,3383.596923828125
i1,2023-04-28T15:00:27.550125,4106.4716796875
i1,2023-04-28T15:00:27.655163,4106.4716796875
i1,2023-04-28T15:00:27.753402,2628.9287109375
i1,2023-04-28T15:00:27.858279,2628.9287109375
i1,2023-04-28T15:00:27.960951,1656.2755126953125
i1,2023-04-28T15:00:28.059127,1656.2755126953125
i1,2023-04-28T15:00:28.167259,-129.24365234375
i1,2023-04-28T15:00:28.271226,906.6425170898438
i1,2023-04-28T15:00:28.368753,906.6425170898438
i1,2023-04-28T15:00:28.472417,906.6425170898438
i1,2023-04-28T15:00:28.573675,3069.29345703125
i1,2023-04-28T15:00:28.669935,3069.29345703125
i1,2023-04-28T15:00:28.777572,4519.1689453125
i1,2023-04-28T15:00:28.882021,4519.1689453125
i1,2023-04-28T15:00:28.983004,4779.35791015625
i1,2023-04-28T15:00:29.085954,5227.78466796875
i1,2023-04-28T15:00:29.186928,5227.78466796875
i1,2023-04-28T15:00:29.289322,5227.78466796875
i1,2023-04-28T15:00:29.408222,4401.974609375
i1,2023-04-28T15:00:29.494325,5885.8681640625
i1,2023-04-28T15:00:29.593327,5885.8681640625
i1,2023-04-28T15:00:29.693111,7255.8076171875
i1,2023-04-28T15:00:29.794562,7255.8076171875
i1,2023-04-28T15:00:29.897055,8720.8232421875
i1,2023-04-28T15:00:29.998090,8720.8232421875
i1,2023-04-28T15:00:30.100376,6843.91748046875
i1,2023-04-28T15:00:30.204126,6843.91748046875
i1,2023-04-28T15:00:30.308342,6843.91748046875
i1,2023-04-28T15:00:30.409738,3087.03662109375
i1,2023-04-28T15:00:30.504672,2278.54833984375
i1,2023-04-28T15:00:30.609146,2278.54833984375
i1,2023-04-28T15:00:30.710445,-0.4615478515625
i1,2023-04-28T15:00:30.812200,-0.4615478515625
i1,2023-04-28T15:00:30.910522,-2771.468505859375
i1,2023-04-28T15:00:31.010842,-2771.468505859375
i1,2023-04-28T15:00:31.121481,-5076.79150390625
i1,2023-04-28T15:00:31.218839,-5076.79150390625
i1,2023-04-28T15:00:31.320260,-6763.0439453125
i1,2023-04-28T15:00:31.422764,-6763.0439453125
i1,2023-04-28T15:00:31.524869,-8655.0751953125
i1,2023-04-28T15:00:31.626039,-8655.0751953125
i1,2023-04-28T15:00:31.728568,-9213.181640625
i1,2023-04-28T15:00:31.830751,-9213.181640625
i1,2023-04-28T15:00:31.936008,-8272.9228515625
i1,2023-04-28T15:00:32.034121,-8272.9228515625
i1,2023-04-28T15:00:32.137440,-5794.4208984375
i1,2023-04-28T15:00:32.237725,-5794.4208984375
i1,2023-04-28T15:00:32.339300,-2155.59326171875
i1,2023-04-28T15:00:32.442729,-2155.59326171875
i1,2023-04-28T15:00:32.544019,-2155.59326171875
i1,2023-04-28T15:00:32.646124,1975.1875
i1,2023-04-28T15:00:32.748305,5491.9248046875
i1,2023-04-28T15:00:32.850072,5491.9248046875
i1,2023-04-28T15:00:32.951958,8981.8369140625
i1,2023-04-28T15:00:33.053170,8981.8369140625
i1,2023-04-28T15:00:33.155356,12649.798828125
i1,2023-04-28T15:00:33.257914,12649.798828125
i1,2023-04-28T15:00:33.359617,12649.798828125
i1,2023-04-28T15:00:33.462723,13480.5244140625
i1,2023-04-28T15:00:33.568394,14440.724609375
i1,2023-04-28T15:00:33.668932,14440.724609375
i1,2023-04-28T15:00:33.773705,14343.9140625
i1,2023-04-28T15:00:33.873453,14343.9140625
i1,2023-04-28T15:00:33.973879,13246.6328125
i1,2023-04-28T15:00:34.075388,13246.6328125
i1,2023-04-28T15:00:34.178458,10997.943359375
i1,2023-04-28T15:00:34.281902,10997.943359375
i1,2023-04-28T15:00:34.417066,10997.943359375
i1,2023-04-28T15:00:34.485070,8181.4013671875
i1,2023-04-28T15:00:34.587499,6448.0986328125
i1,2023-04-28T15:00:34.689193,6448.0986328125
i1,2023-04-28T15:00:34.793286,4693.1455078125
i1,2023-04-28T15:00:34.891817,4693.1455078125
