id,timestamp,State_actToolLength1
i1,2023-04-28 17:18:25.000,111.701
i1,2023-04-28 17:18:29.000,75.038
i1,2023-04-28 17:18:33.000,73.312
i1,2023-04-28 17:18:41.000,111.701
i1,2023-04-28 17:18:51.000,126.904
i1,2023-04-28 17:19:07.000,124.51
i1,2023-04-28 17:19:27.000,126.904
i1,2023-04-28 17:20:02.000,117.43
i1,2023-04-28 17:20:23.000,106.409
i1,2023-04-28 17:20:32.000,110.915
i1,2023-04-28 17:20:33.000,0.0
