id,timestamp,State_actToolRadius
i1,2023-04-28T17:18:25.000+02:00,0.386
i1,2023-04-28T17:18:29.000+02:00,4.9675
i1,2023-04-28T17:18:33.000+02:00,0.4
i1,2023-04-28T17:18:41.000+02:00,0.386
i1,2023-04-28T17:18:51.000+02:00,0.4
i1,2023-04-28T17:19:07.000+02:00,0.2
i1,2023-04-28T17:19:27.000+02:00,0.4
i1,2023-04-28T17:20:02.000+02:00,0.2
i1,2023-04-28T17:20:23.000+02:00,0.386
i1,2023-04-28T17:20:32.000+02:00,0.376
i1,2023-04-28T17:20:33.000+02:00,0.0
