id,timestamp,i1_light_barrier_interrupted,i2_color_sensor_red_light_reflection,i3_light_barrier_interrupted,i6_light_barrier_interrupted,i7_light_barrier_interrupted,i8_light_barrier_interrupted,m1_speed,o5_valve_open,o6_valve_open,o7_valve_open,o8_compressor_power_level,current_state,current_task,current_task_elapsed_seconds_since_start,current_sub_task,failure_label
SM_1,2022-07-19 10:01:51.76,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:51.87,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:51.97,False,1863,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:52.07,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:52.18,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:52.28,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:52.39,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:52.49,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:52.59,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:52.70,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:52.81,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:52.91,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:53.01,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:53.11,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:53.22,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:53.32,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:53.43,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:53.53,False,1761,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:53.63,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:53.74,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:53.84,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:53.94,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:54.05,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:54.15,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:54.25,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:54.35,False,1761,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:54.45,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:54.56,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:54.66,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:54.77,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:54.87,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:54.97,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:55.08,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:55.18,False,1761,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:55.29,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:55.39,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:55.49,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:55.60,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:55.70,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:55.80,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:55.91,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:56.01,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:56.12,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:56.22,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:56.32,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:56.42,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:56.53,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:56.63,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:56.74,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:56.84,False,1761,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:56.94,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:57.05,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:57.15,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:57.26,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:57.36,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:57.46,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:57.56,False,1768,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:57.67,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:57.77,False,1761,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:57.87,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:57.98,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:58.08,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:58.19,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:58.29,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:58.39,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:58.50,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:58.60,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:58.70,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:58.81,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:58.91,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:59.01,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:59.12,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:59.22,False,1761,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:59.33,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:59.43,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:59.53,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:59.64,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:59.74,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:59.85,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:01:59.95,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:00.06,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:00.16,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:00.27,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:00.37,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:00.48,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:00.58,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:00.68,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:00.78,False,1759,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:00.89,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:00.99,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:01.09,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:01.19,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:01.29,False,1768,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:01.40,False,1768,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:01.50,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:01.60,False,1761,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:01.71,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:01.81,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:01.92,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:02.02,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:02.12,False,1761,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:02.22,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:02.33,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:02.43,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:02.54,False,1768,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:02.64,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:02.74,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:02.84,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:02.95,False,1854,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:03.05,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:03.15,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:03.26,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:03.36,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:03.46,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:03.56,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:03.67,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:03.77,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:03.88,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:03.98,False,1761,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:04.08,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:04.18,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:04.29,False,1768,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:04.39,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:04.49,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:04.60,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:04.70,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:04.81,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:04.91,False,1768,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:05.02,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:05.12,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:05.22,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:05.32,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:05.43,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:05.53,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:05.63,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:05.74,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:05.84,False,1761,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:05.95,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:06.05,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:06.15,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:06.25,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:06.36,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:06.46,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:06.57,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:06.67,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:06.78,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:06.88,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:06.98,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:07.08,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:07.18,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:07.29,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:07.39,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:07.50,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:07.60,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:07.71,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:07.81,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:07.91,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:08.02,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:08.12,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:08.22,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:08.33,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:08.43,False,1761,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:08.54,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:08.64,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:08.74,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:08.85,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:08.95,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:09.06,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:09.16,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:09.27,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:09.37,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:09.47,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:09.58,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:09.68,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:09.78,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:09.89,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:09.99,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:10.09,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:10.20,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:10.30,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:10.41,False,1766,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:10.51,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:10.61,False,1768,False,False,False,False,0,False,False,False,0,ready,,0.0,,
SM_1,2022-07-19 10:02:10.72,False,1763,False,False,False,False,0,False,False,False,0,ready,,0.0,,
