id,timestamp,i1_position_switch_pressed,i2_position_switch_pressed,i5_light_barrier_interrupted,m1_speed,o7_valve_open,o8_compressor_power_level,current_state,current_task,current_task_elapsed_seconds_since_start,current_sub_task,failure_label
Oven,2022-07-19 10:03:06.91,False,False,False,512,True,512,not ready,burning the workpiece for 2 seconds,12.972231,transporting the workpiece to the outside of the oven,
Oven,2022-07-19 10:03:07.04,False,False,False,512,True,512,not ready,burning the workpiece for 2 seconds,13.105702,transporting the workpiece to the outside of the oven,
Oven,2022-07-19 10:03:07.17,False,False,False,512,True,512,not ready,burning the workpiece for 2 seconds,13.229762,transporting the workpiece to the outside of the oven,
Oven,2022-07-19 10:03:07.28,False,False,False,512,True,512,not ready,burning the workpiece for 2 seconds,13.34877,transporting the workpiece to the outside of the oven,
Oven,2022-07-19 10:03:07.40,False,True,False,-512,False,0,not ready,burning the workpiece for 2 seconds,13.460138,transporting the workpiece to the outside of the oven,
Oven,2022-07-19 10:03:07.50,False,True,False,-512,False,0,not ready,burning the workpiece for 2 seconds,13.56525,transporting the workpiece to the outside of the oven,
Oven,2022-07-19 10:03:07.60,False,False,False,-512,False,0,not ready,burning the workpiece for 2 seconds,13.667994,transporting the workpiece to the outside of the oven,
Oven,2022-07-19 10:03:07.71,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:07.81,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:07.92,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:08.02,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:08.13,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:08.23,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:08.34,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:08.44,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:08.54,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:08.65,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:08.75,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:08.86,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:08.96,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:09.07,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:09.17,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:09.27,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:09.37,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:09.47,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:09.58,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:09.68,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:09.79,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:09.89,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:10.00,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:10.10,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:10.20,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:10.31,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:10.41,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:10.52,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:10.62,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:10.72,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:10.83,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:10.93,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:11.04,False,False,False,0,False,0,ready,,0.0,,
