id,timestamp,i1_light_barrier_interrupted,i2_light_barrier_interrupted,i3_light_barrier_interrupted,i4_light_barrier_interrupted,i5_position_switch_pressed,i6_position_switch_pressed,i7_position_switch_pressed,i8_position_switch_pressed,m1_speed,m2_speed,m3_speed,m4_speed,current_state,current_task,current_task_elapsed_seconds_since_start,current_sub_task,failure_label,current_pos_x,current_pos_y,target_pos_x,target_pos_y,amount_of_stored_workpieces
HBW,2022-07-19 10:01:51.31,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:51.41,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:51.52,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:51.62,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:51.73,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:51.83,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:51.94,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:52.04,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:52.15,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:52.25,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:52.36,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:52.46,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:52.56,False,True,False,False,False,False,True,False,0,0,0,0,ready,,0.0,,,0,0,0,0,0
HBW,2022-07-19 10:01:52.67,False,True,False,False,False,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,0.024734,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:52.80,False,True,False,False,False,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,0.158667,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:52.92,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,0.281145,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:53.05,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,0.404909,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:53.19,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,0.547551,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:53.30,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,0.660256,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:53.43,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,0.78347,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:53.54,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,0.894963,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:53.68,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,1.035963,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:53.81,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,1.164856,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:53.94,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,1.300158,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:54.07,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,1.430189,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:54.19,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,1.550942,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:54.31,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,1.667151,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:54.44,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,1.794303,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:54.55,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,1.906074,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:54.67,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,2.030298,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:54.79,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,2.143075,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:54.89,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,2.247062,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:55.00,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,2.356702,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:55.11,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,2.470633,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:55.25,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,2.604766,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:55.36,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,2.72129,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:55.49,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,2.844477,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:55.61,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,2.964916,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:55.72,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,3.081596,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:55.83,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,3.19063,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:55.97,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,3.326025,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:56.09,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,3.44387,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:56.20,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,3.559398,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:56.32,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,3.677326,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:56.44,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,3.794905,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:56.55,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,3.909511,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:56.66,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,4.020539,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:56.79,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,4.143915,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:56.90,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,4.261355,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:57.03,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,4.383734,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:57.15,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,4.507472,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:57.27,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,4.624514,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:57.38,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,4.738582,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:57.50,False,True,False,False,True,False,True,False,0,-512,0,0,not ready,unloading a workpiece from slot 2,4.858417,moving towards the slot 2,,0,0,0,0,0
HBW,2022-07-19 10:01:57.63,False,True,False,False,True,False,True,False,0,0,0,0,not ready,unloading a workpiece from slot 2,4.981945,moving towards the slot 2,,0,0,750,0,0
HBW,2022-07-19 10:01:57.76,False,True,False,False,True,False,True,False,0,0,0,-512,not ready,unloading a workpiece from slot 2,5.121288,moving towards the slot 2,,0,0,750,0,0
HBW,2022-07-19 10:01:57.89,False,True,False,False,True,False,True,True,0,0,0,-512,not ready,unloading a workpiece from slot 2,5.243996,moving towards the slot 2,,0,0,750,0,0
HBW,2022-07-19 10:01:58.00,False,True,False,False,True,False,True,True,0,0,0,-512,not ready,unloading a workpiece from slot 2,5.360305,moving towards the slot 2,,0,0,750,0,0
HBW,2022-07-19 10:01:58.11,False,True,False,False,True,False,True,True,0,0,0,-512,not ready,unloading a workpiece from slot 2,5.468243,moving towards the slot 2,,0,0,750,0,0
HBW,2022-07-19 10:01:58.22,False,True,False,False,True,False,True,True,0,0,0,-512,not ready,unloading a workpiece from slot 2,5.577862,moving towards the slot 2,,0,0,750,0,0
HBW,2022-07-19 10:01:58.34,False,True,False,False,True,False,True,True,0,0,0,-512,not ready,unloading a workpiece from slot 2,5.700859,moving towards the slot 2,,0,0,750,0,0
HBW,2022-07-19 10:01:58.46,False,True,False,False,True,False,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,5.818433,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:58.57,False,True,False,False,True,False,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,5.9298,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:58.70,False,True,False,False,True,False,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,6.057776,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:58.82,False,True,False,False,True,False,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,6.181429,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:58.95,False,True,False,False,True,False,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,6.30215,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:59.06,False,True,False,False,True,False,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,6.418654,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:59.19,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,6.548507,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:59.31,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,6.665084,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:59.44,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,6.792692,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:59.56,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,6.91457,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:59.67,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,7.022293,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:59.79,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,7.14338,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:01:59.91,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,7.265625,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:00.03,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,7.382839,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:00.16,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,7.518697,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:00.29,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,7.648318,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:00.42,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,7.775448,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:00.52,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,7.879402,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:00.64,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,7.998802,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:00.76,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,8.121485,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:00.87,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,8.23001,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:00.98,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,8.337749,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:01.10,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,8.459175,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:01.22,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,8.576686,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:01.35,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,8.711673,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:01.46,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,8.81693,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:01.58,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,8.936151,picking up the bucket from the slot,,0,0,750,100,0
HBW,2022-07-19 10:02:01.70,False,True,False,False,True,True,True,True,0,0,-512,0,not ready,unloading a workpiece from slot 2,9.052774,picking up the bucket from the slot,,0,0,750,100,0
